name,day,hour,bike_stands_mean,available_bikes_mean,available_bike_stands_mean
LIME STREET,Saturday,9,40.0,12.0,28.0
LIME STREET,Saturday,10,40.0,4.0,36.0
LIME STREET,Saturday,11,40.0,4.0,36.0
LIME STREET,Saturday,12,40.0,4.0,36.0
LIME STREET,Saturday,13,40.0,6.0,34.0
LIME STREET,Saturday,14,40.0,5.0,35.0
LIME STREET,Saturday,15,40.0,6.0,34.0
LIME STREET,Saturday,16,40.0,6.0,34.0
LIME STREET,Saturday,17,40.0,5.0,35.0
LIME STREET,Saturday,18,40.0,3.0,37.0
LIME STREET,Saturday,19,40.0,4.0,36.0
LIME STREET,Saturday,20,40.0,4.0,36.0
LIME STREET,Saturday,21,40.0,3.0,37.0
LIME STREET,Saturday,22,40.0,3.0,37.0
LIME STREET,Saturday,23,40.0,5.0,35.0
LIME STREET,Sunday,0,40.0,4.0,36.0
LIME STREET,Sunday,1,40.0,4.0,36.0
LIME STREET,Sunday,2,40.0,4.0,36.0
LIME STREET,Sunday,3,40.0,4.0,36.0
LIME STREET,Sunday,4,40.0,4.0,36.0
LIME STREET,Sunday,5,40.0,5.0,35.0
LIME STREET,Sunday,6,40.0,6.0,34.0
LIME STREET,Sunday,7,40.0,7.0,33.0
LIME STREET,Sunday,8,40.0,7.0,33.0
LIME STREET,Sunday,9,40.0,7.0,33.0
LIME STREET,Sunday,10,40.0,9.0,31.0
LIME STREET,Sunday,11,40.0,9.0,31.0
LIME STREET,Sunday,12,40.0,10.0,30.0
LIME STREET,Sunday,13,40.0,9.0,31.0
LIME STREET,Sunday,14,40.0,9.0,31.0
LIME STREET,Sunday,15,40.0,10.0,30.0
LIME STREET,Sunday,16,40.0,10.0,30.0
LIME STREET,Sunday,17,40.0,11.0,29.0
LIME STREET,Sunday,18,40.0,11.0,29.0
LIME STREET,Sunday,19,40.0,13.0,27.0
LIME STREET,Sunday,20,40.0,14.0,26.0
LIME STREET,Sunday,21,40.0,15.0,25.0
LIME STREET,Sunday,22,40.0,16.0,24.0
LIME STREET,Sunday,23,40.0,15.0,25.0
LIME STREET,Thursday,0,40.0,2.0,38.0
LIME STREET,Thursday,1,40.0,3.0,37.0
LIME STREET,Thursday,2,40.0,2.0,38.0
LIME STREET,Thursday,3,40.0,2.0,38.0
LIME STREET,Thursday,4,40.0,3.0,37.0
LIME STREET,Thursday,5,40.0,6.0,34.0
LIME STREET,Thursday,6,40.0,14.0,26.0
LIME STREET,Thursday,7,40.0,23.0,17.0
LIME STREET,Thursday,8,40.0,35.0,5.0
LIME STREET,Thursday,9,40.0,36.0,4.0
LIME STREET,Thursday,10,40.0,35.0,5.0
LIME STREET,Thursday,11,40.0,32.0,8.0
LIME STREET,Thursday,12,40.0,21.0,19.0
LIME STREET,Thursday,13,40.0,26.0,14.0
LIME STREET,Thursday,14,40.0,27.0,13.0
LIME STREET,Thursday,15,40.0,26.0,14.0
LIME STREET,Thursday,16,40.0,14.0,26.0
LIME STREET,Thursday,17,40.0,8.0,32.0
LIME STREET,Thursday,18,40.0,7.0,33.0
LIME STREET,Thursday,19,40.0,6.0,34.0
LIME STREET,Thursday,20,40.0,6.0,34.0
LIME STREET,Thursday,21,40.0,6.0,34.0
LIME STREET,Thursday,22,40.0,5.0,35.0
LIME STREET,Thursday,23,40.0,5.0,35.0
LIME STREET,Tuesday,0,40.0,12.0,28.0
LIME STREET,Tuesday,1,40.0,12.0,28.0
LIME STREET,Tuesday,2,40.0,12.0,28.0
LIME STREET,Tuesday,3,40.0,12.0,28.0
LIME STREET,Tuesday,4,40.0,13.0,27.0
LIME STREET,Tuesday,5,40.0,10.0,30.0
LIME STREET,Tuesday,6,40.0,13.0,27.0
LIME STREET,Tuesday,7,40.0,20.0,19.0
LIME STREET,Tuesday,8,40.0,36.0,4.0
LIME STREET,Tuesday,9,40.0,31.0,9.0
LIME STREET,Tuesday,10,40.0,27.0,13.0
LIME STREET,Tuesday,11,40.0,25.0,15.0
LIME STREET,Tuesday,12,40.0,20.0,20.0
LIME STREET,Tuesday,13,40.0,24.0,16.0
LIME STREET,Tuesday,14,40.0,25.0,15.0
LIME STREET,Tuesday,15,40.0,23.0,17.0
LIME STREET,Tuesday,16,40.0,17.0,23.0
LIME STREET,Tuesday,17,40.0,5.0,35.0
LIME STREET,Tuesday,18,40.0,1.0,39.0
LIME STREET,Tuesday,19,40.0,2.0,38.0
LIME STREET,Tuesday,20,40.0,0.0,40.0
LIME STREET,Tuesday,21,40.0,0.0,40.0
LIME STREET,Tuesday,22,40.0,1.0,39.0
LIME STREET,Tuesday,23,40.0,0.0,40.0
LIME STREET,Wednesday,0,40.0,0.0,40.0
LIME STREET,Wednesday,1,40.0,1.0,39.0
LIME STREET,Wednesday,2,40.0,0.0,40.0
LIME STREET,Wednesday,3,40.0,0.0,40.0
LIME STREET,Wednesday,4,40.0,1.0,39.0
LIME STREET,Wednesday,5,40.0,4.0,36.0
LIME STREET,Wednesday,6,40.0,10.0,30.0
LIME STREET,Wednesday,7,40.0,10.0,29.0
LIME STREET,Wednesday,8,40.0,25.0,13.0
LIME STREET,Wednesday,9,40.0,22.0,15.0
LIME STREET,Wednesday,10,40.0,27.0,11.0
LIME STREET,Wednesday,11,40.0,26.0,12.0
LIME STREET,Wednesday,12,40.0,12.0,27.0
LIME STREET,Wednesday,13,40.0,14.0,24.0
LIME STREET,Wednesday,14,40.0,11.0,28.0
LIME STREET,Wednesday,15,40.0,7.0,33.0
LIME STREET,Wednesday,16,40.0,2.0,38.0
LIME STREET,Wednesday,17,40.0,0.0,40.0
LIME STREET,Wednesday,18,40.0,1.0,39.0
LIME STREET,Wednesday,19,40.0,0.0,40.0
LIME STREET,Wednesday,20,40.0,2.0,38.0
LIME STREET,Wednesday,21,40.0,3.0,37.0
LIME STREET,Wednesday,22,40.0,4.0,36.0
LIME STREET,Wednesday,23,40.0,2.0,38.0
MARKET STREET SOUTH,Friday,0,38.0,32.0,6.0
MARKET STREET SOUTH,Friday,1,38.0,32.0,6.0
MARKET STREET SOUTH,Friday,2,38.0,32.0,6.0
MARKET STREET SOUTH,Friday,3,38.0,32.0,6.0
MARKET STREET SOUTH,Friday,4,38.0,32.0,6.0
MARKET STREET SOUTH,Friday,5,38.0,30.0,8.0
MARKET STREET SOUTH,Friday,6,38.0,23.0,15.0
MARKET STREET SOUTH,Friday,7,38.0,19.0,19.0
MARKET STREET SOUTH,Friday,8,38.0,19.0,19.0
MARKET STREET SOUTH,Friday,9,38.0,17.0,21.0
MARKET STREET SOUTH,Friday,10,38.0,15.0,23.0
MARKET STREET SOUTH,Friday,11,38.0,16.0,22.0
MARKET STREET SOUTH,Friday,12,38.0,15.0,23.0
MARKET STREET SOUTH,Friday,13,38.0,14.0,24.0
MARKET STREET SOUTH,Friday,14,38.0,15.0,23.0
MARKET STREET SOUTH,Friday,15,38.0,14.0,24.0
MARKET STREET SOUTH,Friday,16,38.0,15.0,23.0
MARKET STREET SOUTH,Friday,17,38.0,22.0,16.0
MARKET STREET SOUTH,Friday,18,38.0,23.0,15.0
MARKET STREET SOUTH,Friday,19,38.0,23.0,15.0
MARKET STREET SOUTH,Friday,20,38.0,22.0,16.0
MARKET STREET SOUTH,Friday,21,38.0,20.0,18.0
MARKET STREET SOUTH,Friday,22,38.0,20.0,18.0
MARKET STREET SOUTH,Friday,23,38.0,20.0,18.0
MARKET STREET SOUTH,Monday,0,38.0,24.0,14.0
MARKET STREET SOUTH,Monday,1,38.0,24.0,14.0
MARKET STREET SOUTH,Monday,2,38.0,24.0,14.0
MARKET STREET SOUTH,Monday,3,38.0,24.0,14.0
MARKET STREET SOUTH,Monday,4,38.0,23.0,15.0
MARKET STREET SOUTH,Monday,5,38.0,21.0,17.0
MARKET STREET SOUTH,Monday,6,38.0,16.0,22.0
MARKET STREET SOUTH,Monday,7,38.0,8.0,30.0
MARKET STREET SOUTH,Monday,8,38.0,8.0,30.0
MARKET STREET SOUTH,Monday,9,38.0,9.0,29.0
MARKET STREET SOUTH,Monday,10,38.0,8.0,30.0
MARKET STREET SOUTH,Monday,11,38.0,7.0,31.0
MARKET STREET SOUTH,Monday,12,38.0,5.0,33.0
MARKET STREET SOUTH,Monday,13,38.0,5.0,33.0
MARKET STREET SOUTH,Monday,14,38.0,6.0,32.0
MARKET STREET SOUTH,Monday,15,38.0,6.0,32.0
MARKET STREET SOUTH,Monday,16,38.0,7.0,31.0
MARKET STREET SOUTH,Monday,17,38.0,11.0,27.0
MARKET STREET SOUTH,Monday,18,38.0,16.0,22.0
MARKET STREET SOUTH,Monday,19,38.0,17.0,21.0
MARKET STREET SOUTH,Monday,20,38.0,17.0,21.0
MARKET STREET SOUTH,Monday,21,38.0,19.0,19.0
MARKET STREET SOUTH,Monday,22,38.0,18.0,20.0
MARKET STREET SOUTH,Monday,23,38.0,18.0,20.0
MARKET STREET SOUTH,Saturday,0,38.0,20.0,18.0
MARKET STREET SOUTH,Saturday,1,38.0,19.0,19.0
MARKET STREET SOUTH,Saturday,2,38.0,20.0,18.0
MARKET STREET SOUTH,Saturday,3,38.0,20.0,18.0
MARKET STREET SOUTH,Saturday,4,38.0,19.0,19.0
MARKET STREET SOUTH,Saturday,5,38.0,19.0,19.0
MARKET STREET SOUTH,Saturday,6,38.0,21.0,17.0
MARKET STREET SOUTH,Saturday,7,38.0,26.0,12.0
MARKET STREET SOUTH,Saturday,8,38.0,26.0,11.0
MARKET STREET SOUTH,Saturday,9,38.0,25.0,13.0
MARKET STREET SOUTH,Saturday,10,38.0,24.0,13.0
MARKET STREET SOUTH,Saturday,11,38.0,21.0,16.0
MARKET STREET SOUTH,Saturday,12,38.0,21.0,16.0
MARKET STREET SOUTH,Saturday,13,38.0,21.0,16.0
MARKET STREET SOUTH,Saturday,14,38.0,20.0,17.0
MARKET STREET SOUTH,Saturday,15,38.0,21.0,17.0
MARKET STREET SOUTH,Saturday,16,38.0,18.0,20.0
MARKET STREET SOUTH,Saturday,17,38.0,17.0,21.0
MARKET STREET SOUTH,Saturday,18,38.0,14.0,24.0
MARKET STREET SOUTH,Saturday,19,38.0,15.0,23.0
MARKET STREET SOUTH,Saturday,20,38.0,16.0,22.0
MARKET STREET SOUTH,Saturday,21,38.0,14.0,24.0
MARKET STREET SOUTH,Saturday,22,38.0,16.0,22.0
MARKET STREET SOUTH,Saturday,23,38.0,16.0,22.0
MARKET STREET SOUTH,Sunday,0,38.0,16.0,22.0
MARKET STREET SOUTH,Sunday,1,38.0,16.0,22.0
MARKET STREET SOUTH,Sunday,2,38.0,16.0,22.0
MARKET STREET SOUTH,Sunday,3,38.0,15.0,23.0
MARKET STREET SOUTH,Sunday,4,38.0,15.0,23.0
MARKET STREET SOUTH,Sunday,5,38.0,15.0,23.0
MARKET STREET SOUTH,Sunday,6,38.0,13.0,25.0
MARKET STREET SOUTH,Sunday,7,38.0,12.0,26.0
MARKET STREET SOUTH,Sunday,8,38.0,10.0,28.0
MARKET STREET SOUTH,Sunday,9,38.0,8.0,30.0
MARKET STREET SOUTH,Sunday,10,38.0,12.0,26.0
MARKET STREET SOUTH,Sunday,11,38.0,15.0,23.0
MARKET STREET SOUTH,Sunday,12,38.0,13.0,25.0
MARKET STREET SOUTH,Sunday,13,38.0,12.0,26.0
MARKET STREET SOUTH,Sunday,14,38.0,10.0,28.0
MARKET STREET SOUTH,Sunday,15,38.0,10.0,28.0
MARKET STREET SOUTH,Sunday,16,38.0,11.0,27.0
MARKET STREET SOUTH,Sunday,17,38.0,12.0,26.0
MARKET STREET SOUTH,Sunday,18,38.0,12.0,26.0
MARKET STREET SOUTH,Sunday,19,38.0,13.0,25.0
MARKET STREET SOUTH,Sunday,20,38.0,13.0,25.0
MARKET STREET SOUTH,Sunday,21,38.0,23.0,15.0
MARKET STREET SOUTH,Sunday,22,38.0,23.0,15.0
MARKET STREET SOUTH,Sunday,23,38.0,23.0,15.0
MARKET STREET SOUTH,Thursday,0,38.0,31.0,7.0
MARKET STREET SOUTH,Thursday,1,38.0,30.0,8.0
MARKET STREET SOUTH,Thursday,2,38.0,31.0,7.0
MARKET STREET SOUTH,Thursday,3,38.0,32.0,6.0
MARKET STREET SOUTH,Thursday,4,38.0,31.0,7.0
MARKET STREET SOUTH,Thursday,5,38.0,28.0,10.0
MARKET STREET SOUTH,Thursday,6,38.0,22.0,16.0
MARKET STREET SOUTH,Thursday,7,38.0,8.0,30.0
MARKET STREET SOUTH,Thursday,8,38.0,3.0,35.0
MARKET STREET SOUTH,Thursday,9,38.0,2.0,36.0
MARKET STREET SOUTH,Thursday,10,38.0,2.0,36.0
MARKET STREET SOUTH,Thursday,11,38.0,0.0,38.0
MARKET STREET SOUTH,Thursday,12,38.0,0.0,38.0
MARKET STREET SOUTH,Thursday,13,38.0,1.0,37.0
MARKET STREET SOUTH,Thursday,14,38.0,2.0,36.0
MARKET STREET SOUTH,Thursday,15,38.0,8.0,30.0
MARKET STREET SOUTH,Thursday,16,38.0,16.0,22.0
MARKET STREET SOUTH,Thursday,17,38.0,21.0,17.0
MARKET STREET SOUTH,Thursday,18,38.0,24.0,14.0
MARKET STREET SOUTH,Thursday,19,38.0,25.0,13.0
MARKET STREET SOUTH,Thursday,20,38.0,29.0,9.0
MARKET STREET SOUTH,Thursday,21,38.0,32.0,6.0
MARKET STREET SOUTH,Thursday,22,38.0,33.0,5.0
MARKET STREET SOUTH,Thursday,23,38.0,32.0,6.0
MARKET STREET SOUTH,Tuesday,0,38.0,18.0,20.0
MARKET STREET SOUTH,Tuesday,1,38.0,18.0,20.0
MARKET STREET SOUTH,Tuesday,2,38.0,18.0,20.0
MARKET STREET SOUTH,Tuesday,3,38.0,18.0,20.0
MARKET STREET SOUTH,Tuesday,4,38.0,18.0,20.0
MARKET STREET SOUTH,Tuesday,5,38.0,16.0,22.0
MARKET STREET SOUTH,Tuesday,6,38.0,8.0,30.0
MARKET STREET SOUTH,Tuesday,7,38.0,2.0,36.0
MARKET STREET SOUTH,Tuesday,8,38.0,0.0,38.0
MARKET STREET SOUTH,Tuesday,9,38.0,0.0,38.0
MARKET STREET SOUTH,Tuesday,10,38.0,0.0,38.0
MARKET STREET SOUTH,Tuesday,11,38.0,0.0,38.0
MARKET STREET SOUTH,Tuesday,12,38.0,13.0,25.0
MARKET STREET SOUTH,Tuesday,13,38.0,14.0,24.0
MARKET STREET SOUTH,Tuesday,14,38.0,15.0,23.0
MARKET STREET SOUTH,Tuesday,15,38.0,16.0,22.0
MARKET STREET SOUTH,Tuesday,16,38.0,18.0,20.0
MARKET STREET SOUTH,Tuesday,17,38.0,22.0,16.0
MARKET STREET SOUTH,Tuesday,18,38.0,26.0,12.0
MARKET STREET SOUTH,Tuesday,19,38.0,23.0,15.0
MARKET STREET SOUTH,Tuesday,20,38.0,22.0,16.0
MARKET STREET SOUTH,Tuesday,21,38.0,23.0,15.0
MARKET STREET SOUTH,Tuesday,22,38.0,24.0,14.0
MARKET STREET SOUTH,Tuesday,23,38.0,25.0,13.0
MARKET STREET SOUTH,Wednesday,0,38.0,24.0,14.0
MARKET STREET SOUTH,Wednesday,1,38.0,25.0,13.0
MARKET STREET SOUTH,Wednesday,2,38.0,24.0,14.0
MARKET STREET SOUTH,Wednesday,3,38.0,24.0,14.0
MARKET STREET SOUTH,Wednesday,4,38.0,24.0,14.0
MARKET STREET SOUTH,Wednesday,5,38.0,28.0,10.0
MARKET STREET SOUTH,Wednesday,6,38.0,22.0,16.0
MARKET STREET SOUTH,Wednesday,7,38.0,10.0,28.0
MARKET STREET SOUTH,Wednesday,8,38.0,4.0,34.0
MARKET STREET SOUTH,Wednesday,9,38.0,3.0,35.0
MARKET STREET SOUTH,Wednesday,10,38.0,2.0,36.0
MARKET STREET SOUTH,Wednesday,11,38.0,2.0,36.0
MARKET STREET SOUTH,Wednesday,12,38.0,7.0,31.0
MARKET STREET SOUTH,Wednesday,13,38.0,14.0,24.0
MARKET STREET SOUTH,Wednesday,14,38.0,15.0,23.0
MARKET STREET SOUTH,Wednesday,15,38.0,15.0,23.0
MARKET STREET SOUTH,Wednesday,16,38.0,16.0,22.0
MARKET STREET SOUTH,Wednesday,17,38.0,20.0,18.0
MARKET STREET SOUTH,Wednesday,18,38.0,29.0,9.0
MARKET STREET SOUTH,Wednesday,19,38.0,29.0,9.0
MARKET STREET SOUTH,Wednesday,20,38.0,30.0,8.0
MARKET STREET SOUTH,Wednesday,21,38.0,30.0,8.0
MARKET STREET SOUTH,Wednesday,22,38.0,30.0,8.0
MARKET STREET SOUTH,Wednesday,23,38.0,31.0,7.0
MATER HOSPITAL,Friday,0,40.0,36.0,4.0
MATER HOSPITAL,Friday,1,40.0,36.0,4.0
MATER HOSPITAL,Friday,2,40.0,37.0,3.0
MATER HOSPITAL,Friday,3,40.0,36.0,4.0
MATER HOSPITAL,Friday,4,40.0,37.0,3.0
MATER HOSPITAL,Friday,5,40.0,33.0,7.0
MATER HOSPITAL,Friday,6,40.0,29.0,11.0
MATER HOSPITAL,Friday,7,40.0,21.0,19.0
MATER HOSPITAL,Friday,8,40.0,16.0,24.0
MATER HOSPITAL,Friday,9,40.0,15.0,25.0
MATER HOSPITAL,Friday,10,40.0,13.0,27.0
MATER HOSPITAL,Friday,11,40.0,13.0,27.0
MATER HOSPITAL,Friday,12,40.0,12.0,28.0
MATER HOSPITAL,Friday,13,40.0,11.0,29.0
MATER HOSPITAL,Friday,14,40.0,9.0,31.0
MATER HOSPITAL,Friday,15,40.0,7.0,33.0
MATER HOSPITAL,Friday,16,40.0,6.0,34.0
MATER HOSPITAL,Friday,17,40.0,11.0,29.0
MATER HOSPITAL,Friday,18,40.0,15.0,25.0
MATER HOSPITAL,Friday,19,40.0,13.0,27.0
MATER HOSPITAL,Friday,20,40.0,15.0,25.0
MATER HOSPITAL,Friday,21,40.0,22.0,18.0
MATER HOSPITAL,Friday,22,40.0,25.0,15.0
MATER HOSPITAL,Friday,23,40.0,27.0,13.0
MATER HOSPITAL,Monday,0,40.0,15.0,25.0
MATER HOSPITAL,Monday,1,40.0,15.0,25.0
MATER HOSPITAL,Monday,2,40.0,15.0,25.0
MATER HOSPITAL,Monday,3,40.0,15.0,25.0
MATER HOSPITAL,Monday,4,40.0,15.0,25.0
MATER HOSPITAL,Monday,5,40.0,20.0,20.0
MATER HOSPITAL,Monday,6,40.0,18.0,22.0
MATER HOSPITAL,Monday,7,40.0,10.0,30.0
MATER HOSPITAL,Monday,8,40.0,2.0,38.0
MATER HOSPITAL,Monday,9,40.0,4.0,36.0
MATER HOSPITAL,Monday,10,40.0,8.0,32.0
MATER HOSPITAL,Monday,11,40.0,8.0,32.0
MATER HOSPITAL,Monday,12,40.0,8.0,32.0
MATER HOSPITAL,Monday,13,40.0,9.0,31.0
MATER HOSPITAL,Monday,14,40.0,13.0,27.0
MATER HOSPITAL,Monday,15,40.0,17.0,23.0
MATER HOSPITAL,Monday,16,40.0,17.0,23.0
MATER HOSPITAL,Monday,17,40.0,25.0,15.0
MATER HOSPITAL,Monday,18,40.0,27.0,13.0
MATER HOSPITAL,Monday,19,40.0,29.0,11.0
MATER HOSPITAL,Monday,20,40.0,28.0,12.0
MATER HOSPITAL,Monday,21,40.0,30.0,10.0
MATER HOSPITAL,Monday,22,40.0,29.0,11.0
MATER HOSPITAL,Monday,23,40.0,30.0,10.0
MATER HOSPITAL,Saturday,0,40.0,29.0,11.0
MATER HOSPITAL,Saturday,1,40.0,29.0,11.0
MATER HOSPITAL,Saturday,2,40.0,30.0,10.0
MATER HOSPITAL,Saturday,3,40.0,30.0,10.0
MATER HOSPITAL,Saturday,4,40.0,30.0,10.0
MATER HOSPITAL,Saturday,5,40.0,28.0,12.0
MATER HOSPITAL,Saturday,6,40.0,27.0,13.0
MATER HOSPITAL,Saturday,7,40.0,25.0,15.0
MATER HOSPITAL,Saturday,8,40.0,21.0,19.0
MATER HOSPITAL,Saturday,9,40.0,21.0,19.0
MATER HOSPITAL,Saturday,10,40.0,19.0,21.0
MATER HOSPITAL,Saturday,11,40.0,18.0,22.0
MATER HOSPITAL,Saturday,12,40.0,16.0,24.0
MATER HOSPITAL,Saturday,13,40.0,15.0,25.0
MATER HOSPITAL,Saturday,14,40.0,14.0,26.0
MATER HOSPITAL,Saturday,15,40.0,11.0,29.0
MATER HOSPITAL,Saturday,16,40.0,11.0,29.0
MATER HOSPITAL,Saturday,17,40.0,13.0,27.0
MATER HOSPITAL,Saturday,18,40.0,12.0,28.0
MATER HOSPITAL,Saturday,19,40.0,12.0,28.0
MATER HOSPITAL,Saturday,20,40.0,12.0,28.0
MATER HOSPITAL,Saturday,21,40.0,12.0,28.0
MATER HOSPITAL,Saturday,22,40.0,14.0,26.0
MATER HOSPITAL,Saturday,23,40.0,15.0,25.0
MATER HOSPITAL,Sunday,0,40.0,15.0,25.0
MATER HOSPITAL,Sunday,1,40.0,15.0,25.0
MATER HOSPITAL,Sunday,2,40.0,15.0,25.0
MATER HOSPITAL,Sunday,3,40.0,15.0,25.0
MATER HOSPITAL,Sunday,4,40.0,16.0,24.0
MATER HOSPITAL,Sunday,5,40.0,17.0,23.0
MATER HOSPITAL,Sunday,6,40.0,14.0,26.0
MATER HOSPITAL,Sunday,7,40.0,11.0,29.0
MATER HOSPITAL,Sunday,8,40.0,10.0,30.0
MATER HOSPITAL,Sunday,9,40.0,7.0,33.0
MATER HOSPITAL,Sunday,10,40.0,4.0,36.0
MATER HOSPITAL,Sunday,11,40.0,1.0,39.0
MATER HOSPITAL,Sunday,12,40.0,1.0,39.0
MATER HOSPITAL,Sunday,13,40.0,1.0,39.0
MATER HOSPITAL,Sunday,14,40.0,1.0,39.0
MATER HOSPITAL,Sunday,15,40.0,0.0,40.0
MATER HOSPITAL,Sunday,16,40.0,3.0,37.0
MATER HOSPITAL,Sunday,17,40.0,5.0,35.0
MATER HOSPITAL,Sunday,18,40.0,4.0,36.0
MATER HOSPITAL,Sunday,19,40.0,4.0,36.0
MATER HOSPITAL,Sunday,20,40.0,2.0,38.0
MATER HOSPITAL,Sunday,21,40.0,3.0,37.0
MATER HOSPITAL,Sunday,22,40.0,4.0,36.0
MATER HOSPITAL,Sunday,23,40.0,6.0,34.0
MATER HOSPITAL,Thursday,0,40.0,35.0,4.0
MATER HOSPITAL,Thursday,1,40.0,35.0,5.0
MATER HOSPITAL,Thursday,2,40.0,35.0,4.0
MATER HOSPITAL,Thursday,3,40.0,35.0,4.0
MATER HOSPITAL,Thursday,4,40.0,34.0,5.0
MATER HOSPITAL,Thursday,5,40.0,31.0,8.0
MATER HOSPITAL,Thursday,6,40.0,32.0,8.0
MATER HOSPITAL,Thursday,7,40.0,22.0,17.0
MATER HOSPITAL,Thursday,8,40.0,9.0,30.0
MATER HOSPITAL,Thursday,9,40.0,5.0,35.0
MATER HOSPITAL,Thursday,10,40.0,5.0,35.0
MATER HOSPITAL,Thursday,11,40.0,5.0,35.0
MATER HOSPITAL,Thursday,12,40.0,9.0,31.0
MATER HOSPITAL,Thursday,13,40.0,10.0,30.0
MATER HOSPITAL,Thursday,14,40.0,9.0,31.0
MATER HOSPITAL,Thursday,15,40.0,14.0,26.0
MATER HOSPITAL,Thursday,16,40.0,16.0,24.0
MATER HOSPITAL,Thursday,17,40.0,18.0,22.0
MATER HOSPITAL,Thursday,18,40.0,22.0,18.0
MATER HOSPITAL,Thursday,19,40.0,27.0,13.0
MATER HOSPITAL,Thursday,20,40.0,27.0,13.0
MATER HOSPITAL,Thursday,21,40.0,35.0,5.0
MATER HOSPITAL,Thursday,22,40.0,35.0,5.0
MATER HOSPITAL,Thursday,23,40.0,37.0,3.0
MATER HOSPITAL,Tuesday,0,40.0,30.0,10.0
MATER HOSPITAL,Tuesday,1,40.0,30.0,10.0
MATER HOSPITAL,Tuesday,2,40.0,31.0,9.0
MATER HOSPITAL,Tuesday,3,40.0,30.0,10.0
MATER HOSPITAL,Tuesday,4,40.0,30.0,10.0
MATER HOSPITAL,Tuesday,5,40.0,27.0,13.0
MATER HOSPITAL,Tuesday,6,40.0,23.0,17.0
MATER HOSPITAL,Tuesday,7,40.0,8.0,32.0
MATER HOSPITAL,Tuesday,8,40.0,2.0,38.0
MATER HOSPITAL,Tuesday,9,40.0,9.0,31.0
MATER HOSPITAL,Tuesday,10,40.0,11.0,29.0
MATER HOSPITAL,Tuesday,11,40.0,11.0,29.0
MATER HOSPITAL,Tuesday,12,40.0,11.0,29.0
MATER HOSPITAL,Tuesday,13,40.0,10.0,30.0
MATER HOSPITAL,Tuesday,14,40.0,11.0,29.0
MATER HOSPITAL,Tuesday,15,40.0,10.0,30.0
MATER HOSPITAL,Tuesday,16,40.0,11.0,29.0
MATER HOSPITAL,Tuesday,17,40.0,14.0,26.0
MATER HOSPITAL,Tuesday,18,40.0,20.0,20.0
MATER HOSPITAL,Tuesday,19,40.0,25.0,15.0
MATER HOSPITAL,Tuesday,20,40.0,29.0,11.0
MATER HOSPITAL,Tuesday,21,40.0,34.0,6.0
MATER HOSPITAL,Tuesday,22,40.0,32.0,8.0
MATER HOSPITAL,Tuesday,23,40.0,36.0,4.0
MATER HOSPITAL,Wednesday,0,40.0,36.0,4.0
MATER HOSPITAL,Wednesday,1,40.0,37.0,3.0
MATER HOSPITAL,Wednesday,2,40.0,36.0,4.0
MATER HOSPITAL,Wednesday,3,40.0,36.0,4.0
MATER HOSPITAL,Wednesday,4,40.0,36.0,4.0
MATER HOSPITAL,Wednesday,5,40.0,31.0,9.0
MATER HOSPITAL,Wednesday,6,40.0,27.0,13.0
MATER HOSPITAL,Wednesday,7,40.0,13.0,27.0
MATER HOSPITAL,Wednesday,8,40.0,8.0,32.0
MATER HOSPITAL,Wednesday,9,40.0,10.0,30.0
MATER HOSPITAL,Wednesday,10,40.0,12.0,28.0
MATER HOSPITAL,Wednesday,11,40.0,11.0,29.0
MATER HOSPITAL,Wednesday,12,40.0,11.0,29.0
MATER HOSPITAL,Wednesday,13,40.0,10.0,30.0
MATER HOSPITAL,Wednesday,14,40.0,9.0,31.0
MATER HOSPITAL,Wednesday,15,40.0,11.0,29.0
MATER HOSPITAL,Wednesday,16,40.0,12.0,27.0
MATER HOSPITAL,Wednesday,17,40.0,21.0,18.0
MATER HOSPITAL,Wednesday,18,40.0,26.0,14.0
MATER HOSPITAL,Wednesday,19,40.0,31.0,9.0
MATER HOSPITAL,Wednesday,20,40.0,35.0,4.0
MATER HOSPITAL,Wednesday,21,40.0,36.0,3.0
MATER HOSPITAL,Wednesday,22,40.0,34.0,5.0
MATER HOSPITAL,Wednesday,23,40.0,35.0,5.0
MERRION SQUARE EAST,Friday,0,30.0,4.0,26.0
MERRION SQUARE EAST,Friday,1,30.0,4.0,26.0
MERRION SQUARE EAST,Friday,2,30.0,4.0,26.0
MERRION SQUARE EAST,Friday,3,30.0,4.0,26.0
MERRION SQUARE EAST,Friday,4,30.0,4.0,26.0
MERRION SQUARE EAST,Friday,5,30.0,2.0,28.0
MERRION SQUARE EAST,Friday,6,30.0,7.0,23.0
MERRION SQUARE EAST,Friday,7,30.0,8.0,22.0
MERRION SQUARE EAST,Friday,8,30.0,14.0,15.0
MERRION SQUARE EAST,Friday,9,30.0,19.0,11.0
MERRION SQUARE EAST,Friday,10,30.0,21.0,9.0
MERRION SQUARE EAST,Friday,11,30.0,20.0,10.0
MERRION SQUARE EAST,Friday,12,30.0,21.0,8.0
MERRION SQUARE EAST,Friday,13,30.0,21.0,9.0
MERRION SQUARE EAST,Friday,14,30.0,18.0,12.0
MERRION SQUARE EAST,Friday,15,30.0,14.0,15.0
MERRION SQUARE EAST,Friday,16,30.0,7.0,22.0
MERRION SQUARE EAST,Friday,17,30.0,4.0,26.0
MERRION SQUARE EAST,Friday,18,30.0,5.0,25.0
