name,bike_stands_mean,available_bikes_mean,available_bike_stands_mean,hour,date,Rain
GRANGEGORMAN LOWER (CENTRAL),40.0,4.538461538461538,35.46153846153846,11,03/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,0.35714285714285715,35.642857142857146,11,03/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,11.384615384615385,28.615384615384613,11,03/04/2018,False
GRANTHAM STREET,30.0,1.0909090909090908,28.90909090909091,11,03/04/2018,False
GRATTAN STREET,23.0,19.846153846153847,3.1538461538461537,11,03/04/2018,False
GREEK STREET,20.0,0.75,19.25,11,03/04/2018,False
GUILD STREET,40.0,26.41666666666667,13.583333333333336,11,03/04/2018,False
HANOVER QUAY,40.0,34.166666666666664,5.833333333333332,11,03/04/2018,False
HARCOURT TERRACE,20.0,15.916666666666664,3.083333333333333,11,03/04/2018,False
HARDWICKE PLACE,25.0,14.5,10.5,11,03/04/2018,False
HARDWICKE STREET,16.0,1.0,15.0,11,03/04/2018,False
HATCH STREET,36.0,32.416666666666664,2.583333333333333,11,03/04/2018,False
HERBERT PLACE,30.0,24.41666666666667,3.583333333333333,11,03/04/2018,False
HERBERT STREET,40.0,36.846153846153854,2.1538461538461537,11,03/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,1.0,39.0,11,03/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,0.5,24.5,11,03/04/2018,False
HEUSTON STATION (CAR PARK),40.0,0.0,40.0,11,03/04/2018,False
HEUSTON STATION (CENTRAL),40.0,0.0,40.0,11,03/04/2018,False
HIGH STREET,29.0,0.0,29.0,11,03/04/2018,False
JAMES STREET,40.0,0.5384615384615384,39.46153846153846,11,03/04/2018,False
JERVIS STREET,21.0,4.833333333333333,16.083333333333332,11,03/04/2018,False
JOHN STREET WEST,31.0,1.0,30.0,11,03/04/2018,False
KEVIN STREET,40.0,5.416666666666668,34.583333333333336,11,03/04/2018,False
KILMAINHAM GAOL,40.0,0.0,40.0,11,03/04/2018,False
KILMAINHAM LANE,30.0,0.08333333333333333,29.91666666666667,11,03/04/2018,False
KING STREET NORTH,30.0,0.4545454545454545,29.54545454545455,11,03/04/2018,False
LEINSTER STREET SOUTH,30.0,11.583333333333336,16.416666666666668,11,03/04/2018,False
LIME STREET,40.0,23.41666666666667,16.583333333333332,11,03/04/2018,False
MARKET STREET SOUTH,38.0,0.6363636363636364,37.36363636363637,11,03/04/2018,False
MATER HOSPITAL,40.0,9.636363636363637,30.363636363636363,11,03/04/2018,False
MERRION SQUARE EAST,30.0,26.25,3.75,11,03/04/2018,False
MERRION SQUARE WEST,20.0,19.33333333333333,0.6666666666666666,11,03/04/2018,False
MOLESWORTH STREET,20.0,17.416666666666668,2.583333333333333,11,03/04/2018,False
MOUNT BROWN,22.0,0.0,22.0,11,03/04/2018,False
MOUNT STREET LOWER,40.0,29.16666666666667,9.833333333333334,11,03/04/2018,False
MOUNTJOY SQUARE WEST,30.0,0.9166666666666666,29.08333333333333,11,03/04/2018,False
NEW CENTRAL BANK,40.0,20.90909090909091,19.09090909090909,11,03/04/2018,False
NEWMAN HOUSE,40.0,24.58333333333333,15.25,11,03/04/2018,False
NORTH CIRCULAR ROAD,30.0,1.0833333333333333,28.91666666666667,11,03/04/2018,False
OLIVER BOND STREET,30.0,2.1666666666666665,27.83333333333333,11,03/04/2018,False
ORMOND QUAY UPPER,29.0,2.25,26.75,11,03/04/2018,False
PARKGATE STREET,38.0,0.0,38.0,11,03/04/2018,False
PARNELL SQUARE NORTH,20.0,0.07692307692307693,19.923076923076927,11,03/04/2018,False
PARNELL STREET,20.0,3.9166666666666665,16.083333333333332,11,03/04/2018,False
PEARSE STREET,30.0,29.363636363636363,0.6363636363636364,11,03/04/2018,False
PORTOBELLO HARBOUR,30.0,6.545454545454546,23.45454545454545,11,03/04/2018,False
PORTOBELLO ROAD,30.0,1.75,28.25,11,03/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,13.583333333333336,9.416666666666666,11,03/04/2018,False
ROTHE ABBEY,35.0,0.0,35.0,11,03/04/2018,False
ROYAL HOSPITAL,40.0,0.15384615384615385,39.846153846153854,11,03/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,11,03/04/2018,False
SIR PATRICK DUN'S,40.0,24.461538461538463,15.538461538461537,11,03/04/2018,False
SMITHFIELD,30.0,0.25,29.75,11,03/04/2018,False
SMITHFIELD NORTH,30.0,0.5384615384615384,29.461538461538463,11,03/04/2018,False
SOUTH DOCK ROAD,30.0,22.5,7.5,11,03/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,4.333333333333333,35.666666666666664,11,03/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,0.0,40.0,11,03/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,26.538461538461537,13.461538461538463,11,03/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,26.25,3.75,11,03/04/2018,False
STRAND STREET GREAT,35.0,26.72727272727273,8.272727272727273,11,03/04/2018,False
TALBOT STREET,40.0,38.66666666666666,1.3333333333333333,11,03/04/2018,False
THE POINT,40.0,26.54545454545455,13.454545454545455,11,03/04/2018,False
TOWNSEND STREET,20.0,15.25,4.75,11,03/04/2018,False
UPPER SHERRARD STREET,30.0,4.545454545454546,25.45454545454545,11,03/04/2018,False
WESTERN WAY,40.0,4.083333333333333,35.916666666666664,11,03/04/2018,False
WILTON TERRACE,20.0,13.076923076923075,5.9230769230769225,11,03/04/2018,False
WOLFE TONE STREET,29.0,2.25,26.75,11,03/04/2018,False
YORK STREET EAST,32.0,31.0,1.0,11,03/04/2018,False
YORK STREET WEST,40.0,15.454545454545455,24.54545454545455,11,03/04/2018,False
BARROW STREET,40.0,31.90909090909091,8.090909090909092,12,03/04/2018,False
BENSON STREET,40.0,0.0,0.0,12,03/04/2018,False
BLACKHALL PLACE,30.0,1.0909090909090908,28.90909090909091,12,03/04/2018,False
BLESSINGTON STREET,20.0,0.9230769230769232,19.076923076923077,12,03/04/2018,False
BOLTON STREET,20.0,3.083333333333333,16.916666666666668,12,03/04/2018,False
BROOKFIELD ROAD,30.0,1.0909090909090908,28.90909090909091,12,03/04/2018,False
CATHAL BRUGHA STREET,20.0,6.538461538461537,13.461538461538463,12,03/04/2018,False
CHARLEMONT PLACE,40.0,0.3333333333333333,39.66666666666666,12,03/04/2018,False
CHRISTCHURCH PLACE,20.0,2.6666666666666665,17.333333333333332,12,03/04/2018,False
CITY QUAY,30.0,25.45454545454545,4.545454545454546,12,03/04/2018,False
CLARENDON ROW,31.0,30.41666666666667,0.5833333333333334,12,03/04/2018,False
CLONMEL STREET,33.0,15.333333333333336,17.666666666666668,12,03/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,0.15384615384615385,37.846153846153854,12,03/04/2018,False
CONVENTION CENTRE,40.0,24.23076923076923,15.769230769230768,12,03/04/2018,False
CUSTOM HOUSE,30.0,5.166666666666667,22.83333333333333,12,03/04/2018,False
CUSTOM HOUSE QUAY,30.0,17.25,12.75,12,03/04/2018,False
DAME STREET,16.0,11.75,4.166666666666667,12,03/04/2018,False
DENMARK STREET GREAT,20.0,0.3333333333333333,19.666666666666668,12,03/04/2018,False
DEVERELL PLACE,30.0,1.0,29.0,12,03/04/2018,False
EARLSFORT TERRACE,30.0,23.41666666666667,6.583333333333332,12,03/04/2018,False
ECCLES STREET,20.0,0.0,20.0,12,03/04/2018,False
ECCLES STREET EAST,27.0,13.25,13.75,12,03/04/2018,False
EMMET ROAD,40.0,1.5833333333333333,38.41666666666666,12,03/04/2018,False
EXCHEQUER STREET,24.0,23.25,0.75,12,03/04/2018,False
EXCISE WALK,40.0,23.16666666666667,16.833333333333332,12,03/04/2018,False
FENIAN STREET,35.0,33.69230769230769,1.1538461538461535,12,03/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,12,03/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,24.91666666666667,4.833333333333333,12,03/04/2018,False
FOWNES STREET UPPER,30.0,28.818181818181817,1.181818181818182,12,03/04/2018,False
FRANCIS STREET,30.0,2.6666666666666665,27.33333333333333,12,03/04/2018,False
FREDERICK STREET SOUTH,30.0,30.0,0.0,12,03/04/2018,False
GEORGES LANE,40.0,0.07692307692307693,39.92307692307692,12,03/04/2018,False
GEORGES QUAY,20.0,18.33333333333333,1.6666666666666667,12,03/04/2018,False
GOLDEN LANE,20.0,2.727272727272727,17.272727272727273,12,03/04/2018,False
GRAND CANAL DOCK,40.0,32.166666666666664,7.833333333333332,12,03/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,4.0,36.0,12,03/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,1.6,34.4,12,03/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,11.769230769230768,28.23076923076923,12,03/04/2018,False
GRANTHAM STREET,30.0,3.583333333333333,26.41666666666667,12,03/04/2018,False
GRATTAN STREET,23.0,21.166666666666668,1.8333333333333333,12,03/04/2018,False
GREEK STREET,20.0,0.6666666666666666,19.33333333333333,12,03/04/2018,False
GUILD STREET,40.0,28.0,12.0,12,03/04/2018,False
HANOVER QUAY,40.0,36.75,3.25,12,03/04/2018,False
HARCOURT TERRACE,20.0,10.25,8.833333333333334,12,03/04/2018,False
HARDWICKE PLACE,25.0,15.333333333333336,9.666666666666666,12,03/04/2018,False
HARDWICKE STREET,16.0,0.3333333333333333,15.666666666666664,12,03/04/2018,False
HATCH STREET,36.0,30.58333333333333,4.5,12,03/04/2018,False
HERBERT PLACE,30.0,23.66666666666667,4.333333333333333,12,03/04/2018,False
HERBERT STREET,40.0,34.90909090909091,4.090909090909091,12,03/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,0.5833333333333334,39.41666666666666,12,03/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,0.16666666666666666,24.83333333333333,12,03/04/2018,False
HEUSTON STATION (CAR PARK),40.0,0.0,40.0,12,03/04/2018,False
HEUSTON STATION (CENTRAL),40.0,0.0,40.0,12,03/04/2018,False
HIGH STREET,29.0,0.6666666666666666,28.33333333333333,12,03/04/2018,False
JAMES STREET,40.0,0.9166666666666666,39.083333333333336,12,03/04/2018,False
JERVIS STREET,21.0,1.9166666666666667,18.58333333333333,12,03/04/2018,False
JOHN STREET WEST,31.0,0.7692307692307693,30.23076923076923,12,03/04/2018,False
KEVIN STREET,40.0,3.333333333333333,36.66666666666666,12,03/04/2018,False
KILMAINHAM GAOL,40.0,0.0,40.0,12,03/04/2018,False
KILMAINHAM LANE,30.0,1.0833333333333333,28.91666666666667,12,03/04/2018,False
KING STREET NORTH,30.0,0.3333333333333333,29.66666666666667,12,03/04/2018,False
LEINSTER STREET SOUTH,30.0,19.33333333333333,8.666666666666666,12,03/04/2018,False
LIME STREET,40.0,26.5,13.5,12,03/04/2018,False
MARKET STREET SOUTH,38.0,11.727272727272727,26.272727272727273,12,03/04/2018,False
MATER HOSPITAL,40.0,10.0,30.0,12,03/04/2018,False
MERRION SQUARE EAST,30.0,28.66666666666667,1.3333333333333333,12,03/04/2018,False
MERRION SQUARE WEST,20.0,17.153846153846153,2.8461538461538463,12,03/04/2018,False
MOLESWORTH STREET,20.0,17.0,3.0,12,03/04/2018,False
MOUNT BROWN,22.0,0.0,22.0,12,03/04/2018,False
MOUNT STREET LOWER,40.0,24.66666666666667,15.333333333333336,12,03/04/2018,False
MOUNTJOY SQUARE WEST,30.0,15.916666666666664,14.083333333333336,12,03/04/2018,False
NEW CENTRAL BANK,40.0,21.33333333333333,18.666666666666668,12,03/04/2018,False
NEWMAN HOUSE,40.0,20.83333333333333,19.166666666666668,12,03/04/2018,False
NORTH CIRCULAR ROAD,30.0,1.0,29.0,12,03/04/2018,False
OLIVER BOND STREET,30.0,0.3333333333333333,29.66666666666667,12,03/04/2018,False
ORMOND QUAY UPPER,29.0,4.307692307692308,24.461538461538463,12,03/04/2018,False
PARKGATE STREET,38.0,0.75,37.25,12,03/04/2018,False
PARNELL SQUARE NORTH,20.0,0.5454545454545454,19.454545454545453,12,03/04/2018,False
PARNELL STREET,20.0,2.0,18.0,12,03/04/2018,False
PEARSE STREET,30.0,10.75,18.916666666666668,12,03/04/2018,False
PORTOBELLO HARBOUR,30.0,23.08333333333333,6.916666666666668,12,03/04/2018,False
PORTOBELLO ROAD,30.0,2.0,28.0,12,03/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,13.166666666666664,9.833333333333334,12,03/04/2018,False
ROTHE ABBEY,35.0,0.0,35.0,12,03/04/2018,False
ROYAL HOSPITAL,40.0,0.18181818181818185,39.81818181818182,12,03/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,12,03/04/2018,False
SIR PATRICK DUN'S,40.0,21.63636363636364,18.363636363636363,12,03/04/2018,False
SMITHFIELD,30.0,0.5,29.5,12,03/04/2018,False
SMITHFIELD NORTH,30.0,0.4545454545454545,29.54545454545455,12,03/04/2018,False
SOUTH DOCK ROAD,30.0,18.5,11.5,12,03/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,9.25,30.75,12,03/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,0.0,40.0,12,03/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,24.90909090909091,15.090909090909092,12,03/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,27.25,2.75,12,03/04/2018,False
STRAND STREET GREAT,35.0,27.75,7.25,12,03/04/2018,False
TALBOT STREET,40.0,36.66666666666666,3.333333333333333,12,03/04/2018,False
THE POINT,40.0,25.0,15.0,12,03/04/2018,False
TOWNSEND STREET,20.0,12.166666666666664,7.833333333333332,12,03/04/2018,False
UPPER SHERRARD STREET,30.0,6.307692307692308,23.69230769230769,12,03/04/2018,False
WESTERN WAY,40.0,15.75,24.25,12,03/04/2018,False
WILTON TERRACE,20.0,9.727272727272727,9.272727272727273,12,03/04/2018,False
WOLFE TONE STREET,29.0,1.181818181818182,27.818181818181817,12,03/04/2018,False
YORK STREET EAST,32.0,14.461538461538463,17.53846153846154,12,03/04/2018,False
YORK STREET WEST,40.0,14.153846153846152,25.84615384615385,12,03/04/2018,False
BARROW STREET,40.0,30.0,10.0,13,03/04/2018,True
BENSON STREET,40.0,0.0,0.0,13,03/04/2018,True
BLACKHALL PLACE,30.0,7.083333333333332,22.91666666666667,13,03/04/2018,True
BLESSINGTON STREET,20.0,4.727272727272728,15.272727272727273,13,03/04/2018,True
BOLTON STREET,20.0,2.083333333333333,17.916666666666668,13,03/04/2018,True
BROOKFIELD ROAD,30.0,2.0,28.0,13,03/04/2018,True
CATHAL BRUGHA STREET,20.0,5.333333333333333,14.666666666666664,13,03/04/2018,True
CHARLEMONT PLACE,40.0,3.333333333333333,36.66666666666666,13,03/04/2018,True
CHRISTCHURCH PLACE,20.0,1.0,19.0,13,03/04/2018,True
CITY QUAY,30.0,29.41666666666667,0.5833333333333334,13,03/04/2018,True
CLARENDON ROW,31.0,30.25,0.75,13,03/04/2018,True
CLONMEL STREET,33.0,16.53846153846154,16.46153846153846,13,03/04/2018,True
COLLINS BARRACKS MUSEUM,38.0,1.9166666666666667,36.083333333333336,13,03/04/2018,True
CONVENTION CENTRE,40.0,30.08333333333333,9.916666666666666,13,03/04/2018,True
CUSTOM HOUSE,30.0,9.0,19.83333333333333,13,03/04/2018,True
CUSTOM HOUSE QUAY,30.0,19.33333333333333,10.666666666666666,13,03/04/2018,True
DAME STREET,16.0,11.692307692307693,4.307692307692308,13,03/04/2018,True
DENMARK STREET GREAT,20.0,0.38461538461538464,19.615384615384613,13,03/04/2018,True
DEVERELL PLACE,30.0,2.636363636363636,27.363636363636363,13,03/04/2018,True
EARLSFORT TERRACE,30.0,25.08333333333333,4.916666666666667,13,03/04/2018,True
ECCLES STREET,20.0,5.454545454545454,14.545454545454545,13,03/04/2018,True
ECCLES STREET EAST,27.0,13.181818181818182,13.818181818181818,13,03/04/2018,True
EMMET ROAD,40.0,1.25,38.75,13,03/04/2018,True
EXCHEQUER STREET,24.0,19.5,4.5,13,03/04/2018,True
EXCISE WALK,40.0,23.91666666666667,16.083333333333332,13,03/04/2018,True
FENIAN STREET,35.0,34.27272727272727,0.7272727272727273,13,03/04/2018,True
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,13,03/04/2018,True
FITZWILLIAM SQUARE WEST,30.0,26.76923076923077,3.2307692307692313,13,03/04/2018,True
FOWNES STREET UPPER,30.0,8.166666666666666,21.83333333333333,13,03/04/2018,True
FRANCIS STREET,30.0,4.090909090909091,25.90909090909091,13,03/04/2018,True
FREDERICK STREET SOUTH,30.0,29.23076923076923,0.7692307692307693,13,03/04/2018,True
GEORGES LANE,40.0,0.16666666666666666,39.833333333333336,13,03/04/2018,True
GEORGES QUAY,20.0,18.76923076923077,1.2307692307692308,13,03/04/2018,True
GOLDEN LANE,20.0,5.0,15.0,13,03/04/2018,True
GRAND CANAL DOCK,40.0,31.0,9.0,13,03/04/2018,True
GRANGEGORMAN LOWER (CENTRAL),40.0,4.666666666666667,35.333333333333336,13,03/04/2018,True
GRANGEGORMAN LOWER (NORTH),36.0,2.0,34.0,13,03/04/2018,True
GRANGEGORMAN LOWER (SOUTH),40.0,10.3,29.7,13,03/04/2018,True
GRANTHAM STREET,30.0,6.583333333333332,23.41666666666667,13,03/04/2018,True
GRATTAN STREET,23.0,22.818181818181817,0.18181818181818185,13,03/04/2018,True
GREEK STREET,20.0,1.6153846153846154,18.384615384615387,13,03/04/2018,True
GUILD STREET,40.0,30.181818181818183,9.818181818181818,13,03/04/2018,True
HANOVER QUAY,40.0,35.583333333333336,4.416666666666667,13,03/04/2018,True
HARCOURT TERRACE,20.0,13.916666666666664,6.083333333333332,13,03/04/2018,True
HARDWICKE PLACE,25.0,15.846153846153848,9.153846153846152,13,03/04/2018,True
HARDWICKE STREET,16.0,1.6666666666666667,14.333333333333336,13,03/04/2018,True
HATCH STREET,36.0,26.25,9.75,13,03/04/2018,True
HERBERT PLACE,30.0,23.83333333333333,5.833333333333332,13,03/04/2018,True
HERBERT STREET,40.0,30.5,9.166666666666666,13,03/04/2018,True
HEUSTON BRIDGE (NORTH),40.0,1.25,38.75,13,03/04/2018,True
HEUSTON BRIDGE (SOUTH),25.0,0.2727272727272727,24.72727272727273,13,03/04/2018,True
HEUSTON STATION (CAR PARK),40.0,0.0,40.0,13,03/04/2018,True
HEUSTON STATION (CENTRAL),40.0,0.0,40.0,13,03/04/2018,True
HIGH STREET,29.0,3.363636363636364,25.63636363636364,13,03/04/2018,True
JAMES STREET,40.0,5.0,35.0,13,03/04/2018,True
JERVIS STREET,21.0,0.9166666666666666,20.08333333333333,13,03/04/2018,True
JOHN STREET WEST,31.0,1.0833333333333333,29.91666666666667,13,03/04/2018,True
KEVIN STREET,40.0,2.4615384615384617,37.53846153846154,13,03/04/2018,True
KILMAINHAM GAOL,40.0,0.2307692307692308,39.769230769230774,13,03/04/2018,True
KILMAINHAM LANE,30.0,0.07692307692307693,29.923076923076927,13,03/04/2018,True
KING STREET NORTH,30.0,0.07692307692307693,29.923076923076927,13,03/04/2018,True
LEINSTER STREET SOUTH,30.0,9.166666666666666,20.08333333333333,13,03/04/2018,True
LIME STREET,40.0,30.538461538461537,9.461538461538463,13,03/04/2018,True
MARKET STREET SOUTH,38.0,13.307692307692307,24.69230769230769,13,03/04/2018,True
MATER HOSPITAL,40.0,7.1818181818181825,32.81818181818182,13,03/04/2018,True
MERRION SQUARE EAST,30.0,29.923076923076927,0.07692307692307693,13,03/04/2018,True
MERRION SQUARE WEST,20.0,16.7,3.3,13,03/04/2018,True
MOLESWORTH STREET,20.0,16.181818181818183,3.8181818181818175,13,03/04/2018,True
MOUNT BROWN,22.0,0.0,22.0,13,03/04/2018,True
MOUNT STREET LOWER,40.0,27.69230769230769,12.307692307692307,13,03/04/2018,True
MOUNTJOY SQUARE WEST,30.0,13.333333333333336,16.666666666666668,13,03/04/2018,True
NEW CENTRAL BANK,40.0,26.66666666666667,13.333333333333336,13,03/04/2018,True
NEWMAN HOUSE,40.0,21.08333333333333,18.916666666666668,13,03/04/2018,True
NORTH CIRCULAR ROAD,30.0,3.0,27.0,13,03/04/2018,True
OLIVER BOND STREET,30.0,0.6666666666666666,29.33333333333333,13,03/04/2018,True
ORMOND QUAY UPPER,29.0,3.5,24.5,13,03/04/2018,True
PARKGATE STREET,38.0,1.0833333333333333,36.91666666666666,13,03/04/2018,True
PARNELL SQUARE NORTH,20.0,2.75,17.25,13,03/04/2018,True
PARNELL STREET,20.0,2.083333333333333,17.916666666666668,13,03/04/2018,True
PEARSE STREET,30.0,18.166666666666668,11.416666666666664,13,03/04/2018,True
PORTOBELLO HARBOUR,30.0,22.66666666666667,7.333333333333332,13,03/04/2018,True
PORTOBELLO ROAD,30.0,0.6666666666666666,29.33333333333333,13,03/04/2018,True
PRINCES STREET / O'CONNELL STREET,23.0,11.666666666666664,11.333333333333336,13,03/04/2018,True
ROTHE ABBEY,35.0,0.3636363636363637,34.63636363636363,13,03/04/2018,True
ROYAL HOSPITAL,40.0,2.333333333333333,37.66666666666666,13,03/04/2018,True
SANDWITH STREET,40.0,0.0,0.0,13,03/04/2018,True
SIR PATRICK DUN'S,40.0,26.91666666666667,13.083333333333336,13,03/04/2018,True
SMITHFIELD,30.0,6.333333333333332,23.66666666666667,13,03/04/2018,True
SMITHFIELD NORTH,30.0,5.0,25.0,13,03/04/2018,True
SOUTH DOCK ROAD,30.0,23.33333333333333,6.666666666666668,13,03/04/2018,True
ST JAMES HOSPITAL (LUAS),40.0,18.214285714285715,21.785714285714285,13,03/04/2018,True
ST. JAMES HOSPITAL (CENTRAL),40.0,0.18181818181818185,39.81818181818182,13,03/04/2018,True
ST. STEPHEN'S GREEN EAST,40.0,23.41666666666667,16.583333333333332,13,03/04/2018,True
ST. STEPHEN'S GREEN SOUTH,30.0,26.16666666666667,3.8333333333333335,13,03/04/2018,True
STRAND STREET GREAT,35.0,28.83333333333333,6.166666666666668,13,03/04/2018,True
TALBOT STREET,40.0,33.230769230769226,6.769230769230768,13,03/04/2018,True
THE POINT,40.0,26.384615384615387,13.615384615384615,13,03/04/2018,True
TOWNSEND STREET,20.0,11.071428571428573,8.928571428571429,13,03/04/2018,True
UPPER SHERRARD STREET,30.0,5.9,24.1,13,03/04/2018,True
WESTERN WAY,40.0,12.923076923076925,27.07692307692308,13,03/04/2018,True
WILTON TERRACE,20.0,6.0769230769230775,13.846153846153848,13,03/04/2018,True
WOLFE TONE STREET,29.0,0.8333333333333334,28.16666666666667,13,03/04/2018,True
YORK STREET EAST,32.0,12.416666666666664,19.58333333333333,13,03/04/2018,True
YORK STREET WEST,40.0,15.727272727272727,24.272727272727273,13,03/04/2018,True
BARROW STREET,40.0,24.63636363636364,15.363636363636365,14,03/04/2018,True
BENSON STREET,40.0,0.0,0.0,14,03/04/2018,True
BLACKHALL PLACE,30.0,9.0,21.0,14,03/04/2018,True
BLESSINGTON STREET,20.0,4.0,16.0,14,03/04/2018,True
BOLTON STREET,20.0,0.75,19.25,14,03/04/2018,True
BROOKFIELD ROAD,30.0,0.7272727272727273,29.272727272727273,14,03/04/2018,True
CATHAL BRUGHA STREET,20.0,9.583333333333334,10.416666666666666,14,03/04/2018,True
CHARLEMONT PLACE,40.0,6.25,33.75,14,03/04/2018,True
CHRISTCHURCH PLACE,20.0,1.6666666666666667,18.33333333333333,14,03/04/2018,True
CITY QUAY,30.0,26.41666666666667,3.583333333333333,14,03/04/2018,True
CLARENDON ROW,31.0,26.08333333333333,4.916666666666667,14,03/04/2018,True
CLONMEL STREET,33.0,16.181818181818183,16.818181818181817,14,03/04/2018,True
COLLINS BARRACKS MUSEUM,38.0,2.6666666666666665,35.333333333333336,14,03/04/2018,True
CONVENTION CENTRE,40.0,28.72727272727273,11.272727272727273,14,03/04/2018,True
CUSTOM HOUSE,30.0,18.166666666666668,11.833333333333336,14,03/04/2018,True
CUSTOM HOUSE QUAY,30.0,18.33333333333333,11.666666666666664,14,03/04/2018,True
DAME STREET,16.0,14.666666666666664,1.3333333333333333,14,03/04/2018,True
DENMARK STREET GREAT,20.0,0.75,19.25,14,03/04/2018,True
DEVERELL PLACE,30.0,4.846153846153847,25.07692307692308,14,03/04/2018,True
EARLSFORT TERRACE,30.0,23.66666666666667,6.333333333333332,14,03/04/2018,True
ECCLES STREET,20.0,7.846153846153847,12.153846153846152,14,03/04/2018,True
ECCLES STREET EAST,27.0,10.384615384615383,16.615384615384613,14,03/04/2018,True
EMMET ROAD,40.0,0.3333333333333333,39.66666666666666,14,03/04/2018,True
EXCHEQUER STREET,24.0,21.75,2.0,14,03/04/2018,True
EXCISE WALK,40.0,24.41666666666667,15.583333333333336,14,03/04/2018,True
FENIAN STREET,35.0,32.25,2.75,14,03/04/2018,True
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,14,03/04/2018,True
FITZWILLIAM SQUARE WEST,30.0,23.54545454545455,6.454545454545454,14,03/04/2018,True
FOWNES STREET UPPER,30.0,9.083333333333334,20.916666666666668,14,03/04/2018,True
FRANCIS STREET,30.0,4.083333333333333,25.91666666666667,14,03/04/2018,True
FREDERICK STREET SOUTH,30.0,27.83333333333333,2.1666666666666665,14,03/04/2018,True
GEORGES LANE,40.0,4.363636363636363,35.63636363636363,14,03/04/2018,True
GEORGES QUAY,20.0,19.0,1.0,14,03/04/2018,True
GOLDEN LANE,20.0,3.5,16.5,14,03/04/2018,True
GRAND CANAL DOCK,40.0,28.181818181818183,11.818181818181818,14,03/04/2018,True
GRANGEGORMAN LOWER (CENTRAL),40.0,5.0,35.0,14,03/04/2018,True
GRANGEGORMAN LOWER (NORTH),36.0,3.083333333333333,32.916666666666664,14,03/04/2018,True
GRANGEGORMAN LOWER (SOUTH),40.0,11.0,29.0,14,03/04/2018,True
GRANTHAM STREET,30.0,1.9166666666666667,28.08333333333333,14,03/04/2018,True
GRATTAN STREET,23.0,22.91666666666667,0.08333333333333333,14,03/04/2018,True
GREEK STREET,20.0,0.5454545454545454,19.454545454545453,14,03/04/2018,True
GUILD STREET,40.0,26.75,13.25,14,03/04/2018,True
HANOVER QUAY,40.0,33.5,6.5,14,03/04/2018,True
HARCOURT TERRACE,20.0,14.0,6.0,14,03/04/2018,True
HARDWICKE PLACE,25.0,13.090909090909092,11.909090909090908,14,03/04/2018,True
HARDWICKE STREET,16.0,0.5384615384615384,15.461538461538463,14,03/04/2018,True
HATCH STREET,36.0,22.83333333333333,13.166666666666664,14,03/04/2018,True
HERBERT PLACE,30.0,20.666666666666668,9.333333333333334,14,03/04/2018,True
HERBERT STREET,40.0,31.5,8.5,14,03/04/2018,True
HEUSTON BRIDGE (NORTH),40.0,3.692307692307693,36.307692307692314,14,03/04/2018,True
HEUSTON BRIDGE (SOUTH),25.0,5.25,19.75,14,03/04/2018,True
HEUSTON STATION (CAR PARK),40.0,0.0,40.0,14,03/04/2018,True
HEUSTON STATION (CENTRAL),40.0,0.0,40.0,14,03/04/2018,True
HIGH STREET,29.0,2.0,27.0,14,03/04/2018,True
JAMES STREET,40.0,5.2,34.8,14,03/04/2018,True
JERVIS STREET,21.0,1.5,19.5,14,03/04/2018,True
JOHN STREET WEST,31.0,1.4545454545454546,29.54545454545455,14,03/04/2018,True
KEVIN STREET,40.0,3.0909090909090913,36.90909090909091,14,03/04/2018,True
KILMAINHAM GAOL,40.0,0.18181818181818185,39.81818181818182,14,03/04/2018,True
KILMAINHAM LANE,30.0,0.9090909090909092,29.09090909090909,14,03/04/2018,True
KING STREET NORTH,30.0,0.5454545454545454,29.45454545454545,14,03/04/2018,True
LEINSTER STREET SOUTH,30.0,6.153846153846153,23.84615384615385,14,03/04/2018,True
