name,bike_stands_mean,available_bikes_mean,available_bike_stands_mean,hour,date,Rain
SOUTH DOCK ROAD,30.0,19.818181818181817,10.181818181818182,20,06/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,16.615384615384613,23.384615384615387,20,06/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,23.76923076923077,16.23076923076923,20,06/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,1.75,38.25,20,06/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,0.16666666666666666,29.83333333333333,20,06/04/2018,False
STRAND STREET GREAT,35.0,34.666666666666664,0.3333333333333333,20,06/04/2018,False
TALBOT STREET,40.0,35.615384615384606,4.384615384615385,20,06/04/2018,False
THE POINT,40.0,38.53846153846154,1.4615384615384617,20,06/04/2018,False
TOWNSEND STREET,20.0,16.181818181818183,3.8181818181818175,20,06/04/2018,False
UPPER SHERRARD STREET,30.0,29.25,0.75,20,06/04/2018,False
WESTERN WAY,40.0,9.272727272727273,30.72727272727273,20,06/04/2018,False
WILTON TERRACE,20.0,1.9166666666666667,18.08333333333333,20,06/04/2018,False
WOLFE TONE STREET,29.0,28.0,1.0,20,06/04/2018,False
YORK STREET EAST,32.0,1.6666666666666667,30.33333333333333,20,06/04/2018,False
YORK STREET WEST,40.0,12.538461538461537,27.461538461538463,20,06/04/2018,False
BARROW STREET,40.0,18.08333333333333,21.91666666666667,21,06/04/2018,False
BENSON STREET,40.0,0.0,0.0,21,06/04/2018,False
BLACKHALL PLACE,30.0,18.46153846153846,11.538461538461537,21,06/04/2018,False
BLESSINGTON STREET,20.0,6.666666666666668,13.333333333333336,21,06/04/2018,False
BOLTON STREET,20.0,7.75,12.25,21,06/04/2018,False
BROOKFIELD ROAD,30.0,18.53846153846154,11.461538461538463,21,06/04/2018,False
CATHAL BRUGHA STREET,20.0,18.46153846153846,1.5384615384615383,21,06/04/2018,False
CHARLEMONT PLACE,40.0,8.25,31.75,21,06/04/2018,False
CHRISTCHURCH PLACE,20.0,17.76923076923077,2.230769230769231,21,06/04/2018,False
CITY QUAY,30.0,1.0,29.0,21,06/04/2018,False
CLARENDON ROW,31.0,25.461538461538463,5.538461538461538,21,06/04/2018,False
CLONMEL STREET,33.0,3.75,29.25,21,06/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,20.75,17.25,21,06/04/2018,False
CONVENTION CENTRE,40.0,2.1666666666666665,37.833333333333336,21,06/04/2018,False
CUSTOM HOUSE,30.0,28.5,1.5,21,06/04/2018,False
CUSTOM HOUSE QUAY,30.0,12.454545454545455,17.545454545454547,21,06/04/2018,False
DAME STREET,16.0,14.333333333333336,1.6666666666666667,21,06/04/2018,False
DENMARK STREET GREAT,20.0,16.0,4.0,21,06/04/2018,False
DEVERELL PLACE,30.0,29.08333333333333,0.9166666666666666,21,06/04/2018,False
EARLSFORT TERRACE,30.0,3.0909090909090913,26.90909090909091,21,06/04/2018,False
ECCLES STREET,20.0,15.636363636363635,4.363636363636363,21,06/04/2018,False
ECCLES STREET EAST,27.0,1.0,26.0,21,06/04/2018,False
EMMET ROAD,40.0,22.33333333333333,17.666666666666668,21,06/04/2018,False
EXCHEQUER STREET,24.0,21.416666666666668,2.583333333333333,21,06/04/2018,False
EXCISE WALK,40.0,6.0,34.0,21,06/04/2018,False
FENIAN STREET,35.0,1.0909090909090908,33.90909090909091,21,06/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,21,06/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,1.0,29.0,21,06/04/2018,False
FOWNES STREET UPPER,30.0,26.07692307692308,3.7692307692307687,21,06/04/2018,False
FRANCIS STREET,30.0,25.72727272727273,3.272727272727273,21,06/04/2018,False
FREDERICK STREET SOUTH,30.0,1.0,29.0,21,06/04/2018,False
GEORGES LANE,40.0,6.416666666666668,33.583333333333336,21,06/04/2018,False
GEORGES QUAY,20.0,12.0,8.0,21,06/04/2018,False
GOLDEN LANE,20.0,0.6363636363636364,19.363636363636363,21,06/04/2018,False
GRAND CANAL DOCK,40.0,2.5,37.5,21,06/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,0.0,40.0,21,06/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,5.0,31.0,21,06/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,2.0,38.0,21,06/04/2018,False
GRANTHAM STREET,30.0,21.454545454545453,8.545454545454545,21,06/04/2018,False
GRATTAN STREET,23.0,0.3333333333333333,22.66666666666667,21,06/04/2018,False
GREEK STREET,20.0,4.833333333333333,15.166666666666664,21,06/04/2018,False
GUILD STREET,40.0,22.23076923076923,17.76923076923077,21,06/04/2018,False
HANOVER QUAY,40.0,0.6363636363636364,39.36363636363637,21,06/04/2018,False
HARCOURT TERRACE,20.0,1.1666666666666667,18.83333333333333,21,06/04/2018,False
HARDWICKE PLACE,25.0,3.0,22.0,21,06/04/2018,False
HARDWICKE STREET,16.0,5.2727272727272725,10.727272727272727,21,06/04/2018,False
HATCH STREET,36.0,1.1666666666666667,34.833333333333336,21,06/04/2018,False
HERBERT PLACE,30.0,0.3333333333333333,29.66666666666667,21,06/04/2018,False
HERBERT STREET,40.0,0.0,40.0,21,06/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,38.0,2.0,21,06/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,9.916666666666666,15.083333333333336,21,06/04/2018,False
HEUSTON STATION (CAR PARK),40.0,5.0,35.0,21,06/04/2018,False
HEUSTON STATION (CENTRAL),40.0,23.0,17.0,21,06/04/2018,False
HIGH STREET,29.0,20.0,9.0,21,06/04/2018,False
JAMES STREET,40.0,29.538461538461537,10.461538461538463,21,06/04/2018,False
JERVIS STREET,21.0,17.083333333333332,3.9166666666666665,21,06/04/2018,False
JOHN STREET WEST,31.0,20.153846153846157,10.846153846153848,21,06/04/2018,False
KEVIN STREET,40.0,5.8,34.2,21,06/04/2018,False
KILMAINHAM GAOL,40.0,23.363636363636363,16.636363636363637,21,06/04/2018,False
KILMAINHAM LANE,30.0,13.0,17.0,21,06/04/2018,False
KING STREET NORTH,30.0,18.0,12.0,21,06/04/2018,False
LEINSTER STREET SOUTH,30.0,10.666666666666666,19.33333333333333,21,06/04/2018,False
LIME STREET,40.0,1.6666666666666667,38.333333333333336,21,06/04/2018,False
MARKET STREET SOUTH,38.0,22.58333333333333,15.416666666666664,21,06/04/2018,False
MATER HOSPITAL,40.0,17.833333333333332,22.16666666666667,21,06/04/2018,False
MERRION SQUARE EAST,30.0,6.833333333333332,23.16666666666667,21,06/04/2018,False
MERRION SQUARE WEST,20.0,8.454545454545455,11.545454545454545,21,06/04/2018,False
MOLESWORTH STREET,20.0,5.0,15.0,21,06/04/2018,False
MOUNT BROWN,22.0,9.5,12.5,21,06/04/2018,False
MOUNT STREET LOWER,40.0,1.818181818181818,38.18181818181818,21,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,20.76923076923077,9.23076923076923,21,06/04/2018,False
NEW CENTRAL BANK,40.0,17.083333333333332,22.58333333333333,21,06/04/2018,False
NEWMAN HOUSE,40.0,0.0,40.0,21,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,15.090909090909092,14.909090909090908,21,06/04/2018,False
OLIVER BOND STREET,30.0,25.0,5.0,21,06/04/2018,False
ORMOND QUAY UPPER,29.0,28.41666666666667,0.5833333333333334,21,06/04/2018,False
PARKGATE STREET,38.0,25.69230769230769,12.307692307692307,21,06/04/2018,False
PARNELL SQUARE NORTH,20.0,7.363636363636362,12.636363636363635,21,06/04/2018,False
PARNELL STREET,20.0,9.0,11.0,21,06/04/2018,False
PEARSE STREET,30.0,0.6666666666666666,29.33333333333333,21,06/04/2018,False
PORTOBELLO HARBOUR,30.0,29.07692307692308,0.9230769230769232,21,06/04/2018,False
PORTOBELLO ROAD,30.0,19.75,10.25,21,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,22.5,0.5,21,06/04/2018,False
ROTHE ABBEY,35.0,12.75,22.25,21,06/04/2018,False
ROYAL HOSPITAL,40.0,26.272727272727273,13.727272727272727,21,06/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,21,06/04/2018,False
SIR PATRICK DUN'S,40.0,1.181818181818182,38.81818181818182,21,06/04/2018,False
SMITHFIELD,30.0,28.33333333333333,1.6666666666666667,21,06/04/2018,False
SMITHFIELD NORTH,30.0,17.272727272727273,12.727272727272727,21,06/04/2018,False
SOUTH DOCK ROAD,30.0,21.91666666666667,8.083333333333334,21,06/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,17.0,23.0,21,06/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,23.0,17.0,21,06/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,0.8333333333333334,39.16666666666666,21,06/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,0.6153846153846154,29.384615384615387,21,06/04/2018,False
STRAND STREET GREAT,35.0,33.833333333333336,1.1666666666666667,21,06/04/2018,False
TALBOT STREET,40.0,35.81818181818182,4.181818181818182,21,06/04/2018,False
THE POINT,40.0,37.54545454545455,2.4545454545454546,21,06/04/2018,False
TOWNSEND STREET,20.0,15.916666666666664,4.083333333333333,21,06/04/2018,False
UPPER SHERRARD STREET,30.0,29.25,0.75,21,06/04/2018,False
WESTERN WAY,40.0,8.307692307692307,31.69230769230769,21,06/04/2018,False
WILTON TERRACE,20.0,0.8333333333333334,19.166666666666668,21,06/04/2018,False
WOLFE TONE STREET,29.0,28.16666666666667,0.8333333333333334,21,06/04/2018,False
YORK STREET EAST,32.0,0.2307692307692308,31.76923076923077,21,06/04/2018,False
YORK STREET WEST,40.0,12.4,27.6,21,06/04/2018,False
BARROW STREET,40.0,19.5,20.5,22,06/04/2018,False
BENSON STREET,40.0,0.0,0.0,22,06/04/2018,False
BLACKHALL PLACE,30.0,20.272727272727273,9.727272727272727,22,06/04/2018,False
BLESSINGTON STREET,20.0,7.25,12.75,22,06/04/2018,False
BOLTON STREET,20.0,6.25,13.75,22,06/04/2018,False
BROOKFIELD ROAD,30.0,20.0,10.0,22,06/04/2018,False
CATHAL BRUGHA STREET,20.0,19.666666666666668,0.3333333333333333,22,06/04/2018,False
CHARLEMONT PLACE,40.0,9.0,31.0,22,06/04/2018,False
CHRISTCHURCH PLACE,20.0,14.272727272727273,5.727272727272728,22,06/04/2018,False
CITY QUAY,30.0,0.16666666666666666,29.83333333333333,22,06/04/2018,False
CLARENDON ROW,31.0,21.58333333333333,9.416666666666666,22,06/04/2018,False
CLONMEL STREET,33.0,3.1666666666666665,29.83333333333333,22,06/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,22.84615384615385,15.153846153846152,22,06/04/2018,False
CONVENTION CENTRE,40.0,2.272727272727273,37.72727272727273,22,06/04/2018,False
CUSTOM HOUSE,30.0,28.83333333333333,1.1666666666666667,22,06/04/2018,False
CUSTOM HOUSE QUAY,30.0,12.076923076923075,17.923076923076927,22,06/04/2018,False
DAME STREET,16.0,11.076923076923077,4.9230769230769225,22,06/04/2018,False
DENMARK STREET GREAT,20.0,16.153846153846153,3.8461538461538463,22,06/04/2018,False
DEVERELL PLACE,30.0,29.0,1.0,22,06/04/2018,False
EARLSFORT TERRACE,30.0,2.0,28.0,22,06/04/2018,False
ECCLES STREET,20.0,13.75,6.25,22,06/04/2018,False
ECCLES STREET EAST,27.0,1.6923076923076923,25.30769230769231,22,06/04/2018,False
EMMET ROAD,40.0,22.66666666666667,17.333333333333332,22,06/04/2018,False
EXCHEQUER STREET,24.0,16.76923076923077,7.230769230769232,22,06/04/2018,False
EXCISE WALK,40.0,4.0,36.0,22,06/04/2018,False
FENIAN STREET,35.0,3.1666666666666665,31.83333333333333,22,06/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,22,06/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,0.2727272727272727,29.72727272727273,22,06/04/2018,False
FOWNES STREET UPPER,30.0,24.181818181818183,5.8181818181818175,22,06/04/2018,False
FRANCIS STREET,30.0,25.818181818181817,3.1818181818181817,22,06/04/2018,False
FREDERICK STREET SOUTH,30.0,1.0,29.0,22,06/04/2018,False
GEORGES LANE,40.0,10.071428571428571,29.92857142857143,22,06/04/2018,False
GEORGES QUAY,20.0,12.538461538461537,7.461538461538463,22,06/04/2018,False
GOLDEN LANE,20.0,0.0,20.0,22,06/04/2018,False
GRAND CANAL DOCK,40.0,0.0,40.0,22,06/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,0.0,40.0,22,06/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,5.363636363636363,30.63636363636364,22,06/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,2.0,38.0,22,06/04/2018,False
GRANTHAM STREET,30.0,16.153846153846153,13.846153846153848,22,06/04/2018,False
GRATTAN STREET,23.0,0.6153846153846154,22.384615384615387,22,06/04/2018,False
GREEK STREET,20.0,4.307692307692308,15.692307692307693,22,06/04/2018,False
GUILD STREET,40.0,22.90909090909091,17.09090909090909,22,06/04/2018,False
HANOVER QUAY,40.0,1.0833333333333333,38.91666666666666,22,06/04/2018,False
HARCOURT TERRACE,20.0,1.6923076923076923,18.30769230769231,22,06/04/2018,False
HARDWICKE PLACE,25.0,6.230769230769232,18.76923076923077,22,06/04/2018,False
HARDWICKE STREET,16.0,2.1666666666666665,13.833333333333336,22,06/04/2018,False
HATCH STREET,36.0,2.0,34.0,22,06/04/2018,False
HERBERT PLACE,30.0,0.75,29.25,22,06/04/2018,False
HERBERT STREET,40.0,0.0,40.0,22,06/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,37.66666666666666,2.333333333333333,22,06/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,14.0,11.0,22,06/04/2018,False
HEUSTON STATION (CAR PARK),40.0,5.5,34.5,22,06/04/2018,False
HEUSTON STATION (CENTRAL),40.0,23.0,17.0,22,06/04/2018,False
HIGH STREET,29.0,19.63636363636364,9.363636363636363,22,06/04/2018,False
JAMES STREET,40.0,29.41666666666667,10.583333333333334,22,06/04/2018,False
JERVIS STREET,21.0,16.416666666666668,4.583333333333333,22,06/04/2018,False
JOHN STREET WEST,31.0,21.166666666666668,9.833333333333334,22,06/04/2018,False
KEVIN STREET,40.0,9.0,31.0,22,06/04/2018,False
KILMAINHAM GAOL,40.0,24.76923076923077,15.230769230769232,22,06/04/2018,False
KILMAINHAM LANE,30.0,13.181818181818182,16.818181818181817,22,06/04/2018,False
KING STREET NORTH,30.0,20.0,10.0,22,06/04/2018,False
LEINSTER STREET SOUTH,30.0,10.454545454545457,19.545454545454547,22,06/04/2018,False
LIME STREET,40.0,0.8461538461538461,39.153846153846146,22,06/04/2018,False
MARKET STREET SOUTH,38.0,23.54545454545455,14.454545454545455,22,06/04/2018,False
MATER HOSPITAL,40.0,17.181818181818183,22.818181818181817,22,06/04/2018,False
MERRION SQUARE EAST,30.0,5.0,25.0,22,06/04/2018,False
MERRION SQUARE WEST,20.0,6.333333333333332,13.666666666666664,22,06/04/2018,False
MOLESWORTH STREET,20.0,4.076923076923077,15.923076923076925,22,06/04/2018,False
MOUNT BROWN,22.0,8.454545454545455,13.545454545454545,22,06/04/2018,False
MOUNT STREET LOWER,40.0,1.75,38.25,22,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,26.63636363636364,3.363636363636364,22,06/04/2018,False
NEW CENTRAL BANK,40.0,17.333333333333332,22.66666666666667,22,06/04/2018,False
NEWMAN HOUSE,40.0,0.0,40.0,22,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,17.384615384615387,12.615384615384615,22,06/04/2018,False
OLIVER BOND STREET,30.0,25.66666666666667,4.333333333333333,22,06/04/2018,False
ORMOND QUAY UPPER,29.0,25.272727272727273,3.727272727272727,22,06/04/2018,False
PARKGATE STREET,38.0,27.66666666666667,10.333333333333334,22,06/04/2018,False
PARNELL SQUARE NORTH,20.0,8.76923076923077,11.230769230769232,22,06/04/2018,False
PARNELL STREET,20.0,8.416666666666666,11.583333333333336,22,06/04/2018,False
PEARSE STREET,30.0,2.833333333333333,27.16666666666667,22,06/04/2018,False
PORTOBELLO HARBOUR,30.0,29.09090909090909,0.9090909090909092,22,06/04/2018,False
PORTOBELLO ROAD,30.0,26.83333333333333,3.1666666666666665,22,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,21.23076923076923,1.7692307692307692,22,06/04/2018,False
ROTHE ABBEY,35.0,14.0,21.0,22,06/04/2018,False
ROYAL HOSPITAL,40.0,28.41666666666667,11.583333333333336,22,06/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,22,06/04/2018,False
SIR PATRICK DUN'S,40.0,1.7692307692307692,38.230769230769226,22,06/04/2018,False
SMITHFIELD,30.0,29.91666666666667,0.08333333333333333,22,06/04/2018,False
SMITHFIELD NORTH,30.0,24.91666666666667,5.083333333333333,22,06/04/2018,False
SOUTH DOCK ROAD,30.0,20.666666666666668,9.333333333333334,22,06/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,17.53846153846154,22.461538461538463,22,06/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,23.615384615384613,16.384615384615387,22,06/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,2.75,37.25,22,06/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,3.636363636363636,26.363636363636363,22,06/04/2018,False
STRAND STREET GREAT,35.0,28.214285714285715,6.7857142857142865,22,06/04/2018,False
TALBOT STREET,40.0,32.615384615384606,7.384615384615384,22,06/04/2018,False
THE POINT,40.0,19.5,20.5,22,06/04/2018,False
TOWNSEND STREET,20.0,15.0,5.0,22,06/04/2018,False
UPPER SHERRARD STREET,30.0,28.66666666666667,1.3333333333333333,22,06/04/2018,False
WESTERN WAY,40.0,9.0,31.0,22,06/04/2018,False
WILTON TERRACE,20.0,2.0769230769230766,17.923076923076927,22,06/04/2018,False
WOLFE TONE STREET,29.0,27.91666666666667,1.0833333333333333,22,06/04/2018,False
YORK STREET EAST,32.0,0.0,32.0,22,06/04/2018,False
YORK STREET WEST,40.0,13.666666666666664,26.33333333333333,22,06/04/2018,False
BARROW STREET,40.0,19.846153846153847,20.153846153846157,23,06/04/2018,False
BENSON STREET,40.0,0.0,0.0,23,06/04/2018,False
BLACKHALL PLACE,30.0,27.153846153846153,2.8461538461538463,23,06/04/2018,False
BLESSINGTON STREET,20.0,9.727272727272727,10.272727272727273,23,06/04/2018,False
BOLTON STREET,20.0,3.0,17.0,23,06/04/2018,False
BROOKFIELD ROAD,30.0,23.41666666666667,6.583333333333332,23,06/04/2018,False
CATHAL BRUGHA STREET,20.0,19.727272727272727,0.2727272727272727,23,06/04/2018,False
CHARLEMONT PLACE,40.0,9.0,31.0,23,06/04/2018,False
CHRISTCHURCH PLACE,20.0,10.666666666666666,9.333333333333334,23,06/04/2018,False
CITY QUAY,30.0,0.0,30.0,23,06/04/2018,False
CLARENDON ROW,31.0,19.727272727272727,11.272727272727273,23,06/04/2018,False
CLONMEL STREET,33.0,4.5,28.5,23,06/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,24.72727272727273,13.272727272727273,23,06/04/2018,False
CONVENTION CENTRE,40.0,2.0,38.0,23,06/04/2018,False
CUSTOM HOUSE,30.0,27.923076923076927,2.0769230769230766,23,06/04/2018,False
CUSTOM HOUSE QUAY,30.0,11.0,19.0,23,06/04/2018,False
DAME STREET,16.0,7.666666666666668,8.333333333333334,23,06/04/2018,False
DENMARK STREET GREAT,20.0,17.0,3.0,23,06/04/2018,False
DEVERELL PLACE,30.0,28.0,2.0,23,06/04/2018,False
EARLSFORT TERRACE,30.0,1.0,29.0,23,06/04/2018,False
ECCLES STREET,20.0,14.5,5.5,23,06/04/2018,False
ECCLES STREET EAST,27.0,1.0,26.0,23,06/04/2018,False
EMMET ROAD,40.0,25.5,14.5,23,06/04/2018,False
EXCHEQUER STREET,24.0,11.0,13.0,23,06/04/2018,False
EXCISE WALK,40.0,2.4545454545454546,37.54545454545455,23,06/04/2018,False
FENIAN STREET,35.0,4.5,30.5,23,06/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,23,06/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,0.0,30.0,23,06/04/2018,False
FOWNES STREET UPPER,30.0,23.76923076923077,6.230769230769232,23,06/04/2018,False
FRANCIS STREET,30.0,26.5,2.5,23,06/04/2018,False
FREDERICK STREET SOUTH,30.0,1.0,29.0,23,06/04/2018,False
GEORGES LANE,40.0,10.272727272727273,29.72727272727273,23,06/04/2018,False
GEORGES QUAY,20.0,13.181818181818182,6.8181818181818175,23,06/04/2018,False
GOLDEN LANE,20.0,0.0,20.0,23,06/04/2018,False
GRAND CANAL DOCK,40.0,0.5,39.5,23,06/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,0.0,40.0,23,06/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,6.0,30.0,23,06/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,2.0,38.0,23,06/04/2018,False
GRANTHAM STREET,30.0,18.83333333333333,11.166666666666664,23,06/04/2018,False
GRATTAN STREET,23.0,1.0,22.0,23,06/04/2018,False
GREEK STREET,20.0,2.4545454545454546,17.545454545454547,23,06/04/2018,False
GUILD STREET,40.0,21.91666666666667,18.08333333333333,23,06/04/2018,False
HANOVER QUAY,40.0,0.08333333333333333,39.91666666666666,23,06/04/2018,False
HARCOURT TERRACE,20.0,2.0,18.0,23,06/04/2018,False
HARDWICKE PLACE,25.0,7.727272727272727,17.272727272727273,23,06/04/2018,False
HARDWICKE STREET,16.0,2.75,13.25,23,06/04/2018,False
HATCH STREET,36.0,2.0,34.0,23,06/04/2018,False
HERBERT PLACE,30.0,1.7857142857142858,28.214285714285715,23,06/04/2018,False
HERBERT STREET,40.0,0.0,40.0,23,06/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,37.46153846153846,2.5384615384615383,23,06/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,13.75,11.25,23,06/04/2018,False
HEUSTON STATION (CAR PARK),40.0,6.0,34.0,23,06/04/2018,False
HEUSTON STATION (CENTRAL),40.0,23.0,17.0,23,06/04/2018,False
HIGH STREET,29.0,19.166666666666668,9.833333333333334,23,06/04/2018,False
JAMES STREET,40.0,28.45454545454545,11.545454545454545,23,06/04/2018,False
JERVIS STREET,21.0,12.166666666666664,8.833333333333334,23,06/04/2018,False
JOHN STREET WEST,31.0,19.63636363636364,11.363636363636365,23,06/04/2018,False
KEVIN STREET,40.0,11.272727272727273,28.72727272727273,23,06/04/2018,False
KILMAINHAM GAOL,40.0,26.83333333333333,13.166666666666664,23,06/04/2018,False
KILMAINHAM LANE,30.0,14.5,15.5,23,06/04/2018,False
KING STREET NORTH,30.0,20.0,10.0,23,06/04/2018,False
LEINSTER STREET SOUTH,30.0,8.166666666666666,21.83333333333333,23,06/04/2018,False
LIME STREET,40.0,1.0909090909090908,38.90909090909091,23,06/04/2018,False
MARKET STREET SOUTH,38.0,23.41666666666667,14.583333333333336,23,06/04/2018,False
MATER HOSPITAL,40.0,21.75,18.25,23,06/04/2018,False
MERRION SQUARE EAST,30.0,5.0,25.0,23,06/04/2018,False
MERRION SQUARE WEST,20.0,3.6666666666666665,16.333333333333332,23,06/04/2018,False
MOLESWORTH STREET,20.0,2.272727272727273,17.727272727272727,23,06/04/2018,False
MOUNT BROWN,22.0,8.916666666666666,13.083333333333336,23,06/04/2018,False
MOUNT STREET LOWER,40.0,2.75,37.25,23,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,28.91666666666667,1.0833333333333333,23,06/04/2018,False
NEW CENTRAL BANK,40.0,18.0,22.0,23,06/04/2018,False
NEWMAN HOUSE,40.0,0.0,40.0,23,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,26.363636363636363,3.636363636363636,23,06/04/2018,False
OLIVER BOND STREET,30.0,27.0,3.0,23,06/04/2018,False
ORMOND QUAY UPPER,29.0,24.83333333333333,4.166666666666667,23,06/04/2018,False
PARKGATE STREET,38.0,30.91666666666667,7.083333333333332,23,06/04/2018,False
PARNELL SQUARE NORTH,20.0,9.0,11.0,23,06/04/2018,False
PARNELL STREET,20.0,7.166666666666668,12.833333333333336,23,06/04/2018,False
PEARSE STREET,30.0,2.0,28.0,23,06/04/2018,False
PORTOBELLO HARBOUR,30.0,28.58333333333333,1.4166666666666667,23,06/04/2018,False
PORTOBELLO ROAD,30.0,29.91666666666667,0.08333333333333333,23,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,14.5,8.5,23,06/04/2018,False
