name,date,hour,bike_stands_mean,available_bikes_mean,available_bike_stands_mean
BROOKFIELD ROAD,03/04/2018,17,30.0,7.5,22.5
BROOKFIELD ROAD,03/04/2018,18,30.0,16.46153846153846,13.538461538461538
BROOKFIELD ROAD,03/04/2018,19,30.0,22.727272727272727,7.2727272727272725
BROOKFIELD ROAD,03/04/2018,20,30.0,28.384615384615383,1.6153846153846154
BROOKFIELD ROAD,03/04/2018,21,30.0,29.90909090909091,0.09090909090909091
BROOKFIELD ROAD,03/04/2018,22,30.0,30.0,0.0
BROOKFIELD ROAD,03/04/2018,23,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,0,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,1,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,2,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,3,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,4,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,5,30.0,29.916666666666668,0.08333333333333333
BROOKFIELD ROAD,04/04/2018,6,30.0,27.666666666666668,2.3333333333333335
BROOKFIELD ROAD,04/04/2018,7,30.0,20.833333333333332,9.166666666666666
BROOKFIELD ROAD,04/04/2018,8,30.0,12.846153846153847,17.153846153846153
BROOKFIELD ROAD,04/04/2018,9,30.0,10.166666666666666,19.833333333333332
BROOKFIELD ROAD,04/04/2018,10,30.0,10.090909090909092,19.90909090909091
BROOKFIELD ROAD,04/04/2018,11,30.0,10.25,19.75
BROOKFIELD ROAD,04/04/2018,12,30.0,9.583333333333334,20.416666666666668
BROOKFIELD ROAD,04/04/2018,13,30.0,9.333333333333334,20.666666666666668
BROOKFIELD ROAD,04/04/2018,14,30.0,9.0,21.0
BROOKFIELD ROAD,04/04/2018,15,30.0,8.25,21.75
BROOKFIELD ROAD,04/04/2018,16,30.0,11.583333333333334,18.416666666666668
BROOKFIELD ROAD,04/04/2018,17,30.0,25.25,4.75
BROOKFIELD ROAD,04/04/2018,18,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,19,30.0,28.833333333333332,1.1666666666666667
BROOKFIELD ROAD,04/04/2018,20,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,21,30.0,30.0,0.0
BROOKFIELD ROAD,04/04/2018,22,30.0,29.916666666666668,0.08333333333333333
BROOKFIELD ROAD,04/04/2018,23,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,0,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,1,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,2,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,3,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,4,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,5,30.0,29.083333333333332,0.9166666666666666
BROOKFIELD ROAD,05/04/2018,6,30.0,25.416666666666668,4.583333333333333
BROOKFIELD ROAD,05/04/2018,7,30.0,7.076923076923077,22.923076923076923
BROOKFIELD ROAD,05/04/2018,8,30.0,0.0,30.0
BROOKFIELD ROAD,05/04/2018,9,30.0,0.16666666666666666,29.833333333333332
BROOKFIELD ROAD,05/04/2018,10,30.0,0.0,30.0
BROOKFIELD ROAD,05/04/2018,11,30.0,0.45454545454545453,29.545454545454547
BROOKFIELD ROAD,05/04/2018,12,30.0,0.38461538461538464,29.615384615384617
BROOKFIELD ROAD,05/04/2018,13,30.0,0.25,29.75
BROOKFIELD ROAD,05/04/2018,14,30.0,0.4166666666666667,29.583333333333332
BROOKFIELD ROAD,05/04/2018,15,30.0,0.9166666666666666,29.083333333333332
BROOKFIELD ROAD,05/04/2018,16,30.0,6.818181818181818,23.181818181818183
BROOKFIELD ROAD,05/04/2018,17,30.0,17.46153846153846,12.461538461538462
BROOKFIELD ROAD,05/04/2018,18,30.0,21.09090909090909,8.909090909090908
BROOKFIELD ROAD,05/04/2018,19,30.0,25.923076923076923,4.076923076923077
BROOKFIELD ROAD,05/04/2018,20,30.0,28.833333333333332,1.1666666666666667
BROOKFIELD ROAD,05/04/2018,21,30.0,29.833333333333332,0.16666666666666666
BROOKFIELD ROAD,05/04/2018,22,30.0,30.0,0.0
BROOKFIELD ROAD,05/04/2018,23,30.0,30.0,0.0
BROOKFIELD ROAD,06/04/2018,0,30.0,30.0,0.0
BROOKFIELD ROAD,06/04/2018,1,30.0,30.0,0.0
BROOKFIELD ROAD,06/04/2018,2,30.0,30.0,0.0
BROOKFIELD ROAD,06/04/2018,3,30.0,30.0,0.0
BROOKFIELD ROAD,06/04/2018,4,30.0,29.833333333333332,0.16666666666666666
BROOKFIELD ROAD,06/04/2018,5,30.0,28.785714285714285,1.2142857142857142
BROOKFIELD ROAD,06/04/2018,6,30.0,23.181818181818183,6.818181818181818
BROOKFIELD ROAD,06/04/2018,7,30.0,9.833333333333334,20.166666666666668
BROOKFIELD ROAD,06/04/2018,8,30.0,0.3333333333333333,29.666666666666668
BROOKFIELD ROAD,06/04/2018,9,30.0,0.0,30.0
BROOKFIELD ROAD,06/04/2018,10,30.0,0.9090909090909091,29.09090909090909
BROOKFIELD ROAD,06/04/2018,11,30.0,0.0,30.0
BROOKFIELD ROAD,06/04/2018,12,30.0,0.0,30.0
BROOKFIELD ROAD,06/04/2018,13,30.0,0.16666666666666666,29.833333333333332
BROOKFIELD ROAD,06/04/2018,14,30.0,0.6363636363636364,29.363636363636363
BROOKFIELD ROAD,06/04/2018,15,30.0,1.3333333333333333,28.666666666666668
BROOKFIELD ROAD,06/04/2018,16,30.0,10.416666666666666,19.583333333333332
BROOKFIELD ROAD,06/04/2018,17,30.0,16.923076923076923,13.076923076923077
BROOKFIELD ROAD,06/04/2018,18,30.0,21.5,8.5
BROOKFIELD ROAD,06/04/2018,19,30.0,18.90909090909091,11.090909090909092
BROOKFIELD ROAD,06/04/2018,20,30.0,18.75,11.25
BROOKFIELD ROAD,06/04/2018,21,30.0,18.53846153846154,11.461538461538462
BROOKFIELD ROAD,06/04/2018,22,30.0,20.0,10.0
BROOKFIELD ROAD,06/04/2018,23,30.0,23.416666666666668,6.583333333333333
BROOKFIELD ROAD,07/04/2018,0,30.0,24.0,6.0
BROOKFIELD ROAD,07/04/2018,1,30.0,24.0,6.0
BROOKFIELD ROAD,07/04/2018,2,30.0,24.0,6.0
BROOKFIELD ROAD,07/04/2018,3,30.0,24.0,6.0
BROOKFIELD ROAD,07/04/2018,4,30.0,24.53846153846154,5.461538461538462
BROOKFIELD ROAD,07/04/2018,5,30.0,25.0,5.0
BROOKFIELD ROAD,07/04/2018,6,30.0,23.666666666666668,6.333333333333333
BROOKFIELD ROAD,07/04/2018,7,30.0,20.181818181818183,9.818181818181818
BROOKFIELD ROAD,07/04/2018,8,30.0,19.23076923076923,10.76923076923077
BROOKFIELD ROAD,07/04/2018,9,30.0,12.25,17.75
BROOKFIELD ROAD,07/04/2018,10,30.0,3.0833333333333335,26.916666666666668
BROOKFIELD ROAD,07/04/2018,11,30.0,0.6666666666666666,29.333333333333332
BROOKFIELD ROAD,07/04/2018,12,30.0,0.6363636363636364,29.363636363636363
BROOKFIELD ROAD,07/04/2018,13,30.0,2.4166666666666665,27.583333333333332
BROOKFIELD ROAD,07/04/2018,14,30.0,0.46153846153846156,29.53846153846154
BROOKFIELD ROAD,07/04/2018,15,30.0,1.3636363636363635,28.636363636363637
BROOKFIELD ROAD,07/04/2018,16,30.0,2.4615384615384617,27.53846153846154
BROOKFIELD ROAD,07/04/2018,17,30.0,3.5454545454545454,26.454545454545453
BROOKFIELD ROAD,07/04/2018,18,30.0,2.75,27.25
BROOKFIELD ROAD,07/04/2018,19,30.0,1.1666666666666667,28.833333333333332
BROOKFIELD ROAD,07/04/2018,20,30.0,2.25,27.75
BROOKFIELD ROAD,07/04/2018,21,30.0,1.1666666666666667,28.833333333333332
BROOKFIELD ROAD,07/04/2018,22,30.0,0.9166666666666666,29.083333333333332
BROOKFIELD ROAD,07/04/2018,23,30.0,1.0,29.0
BROOKFIELD ROAD,08/04/2018,0,30.0,1.0,29.0
BROOKFIELD ROAD,08/04/2018,1,30.0,1.0,29.0
BROOKFIELD ROAD,08/04/2018,2,30.0,1.0,29.0
BROOKFIELD ROAD,08/04/2018,3,30.0,1.0,29.0
BROOKFIELD ROAD,08/04/2018,4,30.0,0.9285714285714286,29.071428571428573
BROOKFIELD ROAD,08/04/2018,5,30.0,0.0,30.0
BROOKFIELD ROAD,08/04/2018,6,30.0,0.0,30.0
BROOKFIELD ROAD,08/04/2018,7,30.0,0.0,30.0
BROOKFIELD ROAD,08/04/2018,8,30.0,0.0,30.0
BROOKFIELD ROAD,08/04/2018,9,30.0,0.0,30.0
BROOKFIELD ROAD,08/04/2018,10,30.0,0.3333333333333333,29.666666666666668
BROOKFIELD ROAD,08/04/2018,11,30.0,0.45454545454545453,29.545454545454547
BROOKFIELD ROAD,08/04/2018,12,30.0,0.15384615384615385,29.846153846153847
BROOKFIELD ROAD,08/04/2018,13,30.0,0.16666666666666666,29.833333333333332
BROOKFIELD ROAD,08/04/2018,14,30.0,2.1818181818181817,27.818181818181817
BROOKFIELD ROAD,08/04/2018,15,30.0,0.8461538461538461,29.153846153846153
BROOKFIELD ROAD,08/04/2018,16,30.0,1.0833333333333333,28.916666666666668
BROOKFIELD ROAD,08/04/2018,17,30.0,0.46153846153846156,29.53846153846154
BROOKFIELD ROAD,08/04/2018,18,30.0,1.9166666666666667,28.083333333333332
BROOKFIELD ROAD,08/04/2018,19,30.0,0.9,29.1
BROOKFIELD ROAD,08/04/2018,20,30.0,2.5,27.5
BROOKFIELD ROAD,08/04/2018,21,30.0,5.333333333333333,24.666666666666668
BROOKFIELD ROAD,08/04/2018,22,30.0,10.25,19.75
BROOKFIELD ROAD,08/04/2018,23,30.0,16.083333333333332,13.916666666666666
BROOKFIELD ROAD,09/04/2018,0,30.0,16.0,14.0
BROOKFIELD ROAD,09/04/2018,1,30.0,16.0,14.0
BROOKFIELD ROAD,09/04/2018,2,30.0,17.5,12.5
BROOKFIELD ROAD,09/04/2018,3,30.0,25.0,5.0
BROOKFIELD ROAD,09/04/2018,4,30.0,24.53846153846154,5.461538461538462
BROOKFIELD ROAD,09/04/2018,5,30.0,22.09090909090909,7.909090909090909
BROOKFIELD ROAD,09/04/2018,6,30.0,15.461538461538462,14.538461538461538
BROOKFIELD ROAD,09/04/2018,7,30.0,2.909090909090909,27.09090909090909
BROOKFIELD ROAD,09/04/2018,8,30.0,0.0,30.0
BROOKFIELD ROAD,09/04/2018,9,30.0,0.0,30.0
BROOKFIELD ROAD,09/04/2018,10,30.0,0.0,30.0
BROOKFIELD ROAD,09/04/2018,11,30.0,0.9090909090909091,29.09090909090909
BROOKFIELD ROAD,09/04/2018,12,30.0,2.230769230769231,27.76923076923077
BROOKFIELD ROAD,09/04/2018,13,30.0,2.5454545454545454,27.454545454545453
BROOKFIELD ROAD,09/04/2018,14,30.0,0.5,29.5
BROOKFIELD ROAD,09/04/2018,15,30.0,1.1666666666666667,28.833333333333332
BROOKFIELD ROAD,09/04/2018,16,30.0,4.0,26.0
BROOKFIELD ROAD,09/04/2018,17,30.0,17.416666666666668,12.583333333333334
BROOKFIELD ROAD,09/04/2018,18,30.0,21.583333333333332,8.416666666666666
BROOKFIELD ROAD,09/04/2018,19,30.0,22.846153846153847,7.153846153846154
BROOKFIELD ROAD,09/04/2018,20,30.0,28.272727272727273,1.7272727272727273
BROOKFIELD ROAD,09/04/2018,21,30.0,29.692307692307693,0.3076923076923077
BROOKFIELD ROAD,09/04/2018,22,30.0,30.0,0.0
BROOKFIELD ROAD,09/04/2018,23,30.0,30.0,0.0
BROOKFIELD ROAD,10/04/2018,0,30.0,30.0,0.0
BROOKFIELD ROAD,10/04/2018,1,30.0,30.0,0.0
BROOKFIELD ROAD,10/04/2018,2,30.0,30.0,0.0
BROOKFIELD ROAD,10/04/2018,3,30.0,30.0,0.0
BROOKFIELD ROAD,10/04/2018,4,30.0,29.857142857142858,0.14285714285714285
BROOKFIELD ROAD,10/04/2018,5,30.0,28.9,1.1
BROOKFIELD ROAD,10/04/2018,6,30.0,21.666666666666668,7.333333333333333
BROOKFIELD ROAD,10/04/2018,7,30.0,9.0,19.666666666666668
BROOKFIELD ROAD,10/04/2018,8,30.0,0.0,28.0
BROOKFIELD ROAD,10/04/2018,9,30.0,0.0,28.0
BROOKFIELD ROAD,10/04/2018,10,30.0,0.0,28.666666666666668
BROOKFIELD ROAD,10/04/2018,11,30.0,0.09090909090909091,29.90909090909091
BROOKFIELD ROAD,10/04/2018,12,30.0,0.23076923076923078,29.76923076923077
BROOKFIELD ROAD,10/04/2018,13,30.0,0.0,30.0
BROOKFIELD ROAD,10/04/2018,14,30.0,1.9230769230769231,28.076923076923077
BROOKFIELD ROAD,10/04/2018,15,30.0,2.6363636363636362,27.363636363636363
BROOKFIELD ROAD,10/04/2018,16,30.0,4.416666666666667,25.583333333333332
BROOKFIELD ROAD,10/04/2018,17,30.0,13.083333333333334,16.916666666666668
BROOKFIELD ROAD,10/04/2018,18,30.0,19.0,11.0
BROOKFIELD ROAD,10/04/2018,19,30.0,25.181818181818183,4.818181818181818
BROOKFIELD ROAD,10/04/2018,20,30.0,29.916666666666668,0.08333333333333333
BROOKFIELD ROAD,10/04/2018,21,30.0,25.46153846153846,4.538461538461538
BROOKFIELD ROAD,10/04/2018,22,30.0,23.583333333333332,6.416666666666667
BROOKFIELD ROAD,10/04/2018,23,30.0,27.416666666666668,2.5833333333333335
BROOKFIELD ROAD,11/04/2018,0,30.0,28.0,2.0
BROOKFIELD ROAD,11/04/2018,1,30.0,28.0,2.0
BROOKFIELD ROAD,11/04/2018,2,30.0,28.0,2.0
BROOKFIELD ROAD,11/04/2018,3,30.0,28.0,2.0
BROOKFIELD ROAD,11/04/2018,4,30.0,28.0,2.0
BROOKFIELD ROAD,11/04/2018,5,30.0,26.916666666666668,3.0833333333333335
BROOKFIELD ROAD,11/04/2018,6,30.0,17.333333333333332,12.666666666666666
BROOKFIELD ROAD,11/04/2018,7,30.0,1.7692307692307692,28.23076923076923
BROOKFIELD ROAD,11/04/2018,8,30.0,0.0,30.0
BROOKFIELD ROAD,11/04/2018,9,30.0,0.0,30.0
BROOKFIELD ROAD,11/04/2018,10,30.0,0.0,30.0
BROOKFIELD ROAD,11/04/2018,11,30.0,0.45454545454545453,29.545454545454547
BROOKFIELD ROAD,11/04/2018,12,30.0,0.3076923076923077,29.692307692307693
BROOKFIELD ROAD,11/04/2018,13,30.0,1.4166666666666667,28.583333333333332
BROOKFIELD ROAD,11/04/2018,14,30.0,2.0,28.0
BROOKFIELD ROAD,11/04/2018,15,30.0,3.1818181818181817,26.818181818181817
BROOKFIELD ROAD,11/04/2018,16,30.0,5.833333333333333,24.166666666666668
BROOKFIELD ROAD,11/04/2018,17,30.0,16.75,13.25
BROOKFIELD ROAD,11/04/2018,18,30.0,24.75,5.25
BROOKFIELD ROAD,11/04/2018,19,30.0,29.46153846153846,0.5384615384615384
BROOKFIELD ROAD,11/04/2018,20,30.0,25.615384615384617,4.384615384615385
BROOKFIELD ROAD,11/04/2018,21,30.0,20.5,9.5
BROOKFIELD ROAD,11/04/2018,22,30.0,21.46153846153846,8.538461538461538
BROOKFIELD ROAD,11/04/2018,23,30.0,22.0,8.0
BROOKFIELD ROAD,12/04/2018,0,30.0,22.0,8.0
BROOKFIELD ROAD,12/04/2018,1,30.0,22.0,8.0
BROOKFIELD ROAD,12/04/2018,2,30.0,22.0,8.0
BROOKFIELD ROAD,12/04/2018,3,30.0,22.0,8.0
BROOKFIELD ROAD,12/04/2018,4,30.0,22.0,8.0
BROOKFIELD ROAD,12/04/2018,5,30.0,20.333333333333332,9.666666666666666
BROOKFIELD ROAD,12/04/2018,6,30.0,13.166666666666666,16.833333333333332
BROOKFIELD ROAD,12/04/2018,7,30.0,2.1538461538461537,27.846153846153847
BROOKFIELD ROAD,12/04/2018,8,30.0,0.0,30.0
BROOKFIELD ROAD,12/04/2018,9,30.0,0.09090909090909091,29.90909090909091
BROOKFIELD ROAD,12/04/2018,10,30.0,0.07692307692307693,29.923076923076923
BROOKFIELD ROAD,12/04/2018,11,30.0,0.7272727272727273,29.272727272727273
BROOKFIELD ROAD,12/04/2018,12,30.0,0.38461538461538464,29.615384615384617
BROOKFIELD ROAD,12/04/2018,13,30.0,0.36363636363636365,29.636363636363637
BROOKFIELD ROAD,12/04/2018,14,30.0,1.0,29.0
BROOKFIELD ROAD,12/04/2018,15,30.0,1.0,29.0
BROOKFIELD ROAD,29/03/2018,10,30.0,0.3333333333333333,29.666666666666668
BROOKFIELD ROAD,29/03/2018,11,30.0,0.0,30.0
BROOKFIELD ROAD,29/03/2018,12,30.0,0.0,30.0
BROOKFIELD ROAD,29/03/2018,13,30.0,1.25,28.75
BROOKFIELD ROAD,29/03/2018,14,30.0,3.909090909090909,26.09090909090909
BROOKFIELD ROAD,29/03/2018,15,30.0,5.916666666666667,24.083333333333332
BROOKFIELD ROAD,29/03/2018,16,30.0,8.916666666666666,21.083333333333332
BROOKFIELD ROAD,29/03/2018,17,30.0,18.53846153846154,11.461538461538462
BROOKFIELD ROAD,29/03/2018,18,30.0,20.833333333333332,9.166666666666666
BROOKFIELD ROAD,29/03/2018,19,30.0,19.818181818181817,10.181818181818182
BROOKFIELD ROAD,29/03/2018,20,30.0,21.0,9.0
BROOKFIELD ROAD,29/03/2018,21,30.0,22.46153846153846,7.538461538461538
BROOKFIELD ROAD,29/03/2018,22,30.0,23.916666666666668,6.083333333333333
BROOKFIELD ROAD,29/03/2018,23,30.0,26.0,4.0
BROOKFIELD ROAD,30/03/2018,0,30.0,26.0,4.0
BROOKFIELD ROAD,30/03/2018,1,30.0,26.0,4.0
BROOKFIELD ROAD,30/03/2018,2,30.0,26.0,4.0
BROOKFIELD ROAD,30/03/2018,3,30.0,26.0,4.0
BROOKFIELD ROAD,30/03/2018,4,30.0,26.5,3.5
BROOKFIELD ROAD,30/03/2018,5,30.0,26.333333333333332,3.6666666666666665
BROOKFIELD ROAD,30/03/2018,6,30.0,23.5,6.5
BROOKFIELD ROAD,30/03/2018,7,30.0,20.25,9.75
BROOKFIELD ROAD,30/03/2018,8,30.0,12.5,17.5
BROOKFIELD ROAD,30/03/2018,9,30.0,10.333333333333334,19.666666666666668
BROOKFIELD ROAD,30/03/2018,10,30.0,8.333333333333334,21.666666666666668
BROOKFIELD ROAD,30/03/2018,11,30.0,6.166666666666667,23.833333333333332
BROOKFIELD ROAD,30/03/2018,12,30.0,5.166666666666667,24.833333333333332
BROOKFIELD ROAD,30/03/2018,13,30.0,4.5,25.5
BROOKFIELD ROAD,30/03/2018,14,30.0,7.083333333333333,22.916666666666668
BROOKFIELD ROAD,30/03/2018,15,30.0,8.416666666666666,21.583333333333332
BROOKFIELD ROAD,30/03/2018,16,30.0,8.083333333333334,21.916666666666668
BROOKFIELD ROAD,30/03/2018,17,30.0,9.666666666666666,20.333333333333332
BROOKFIELD ROAD,30/03/2018,18,30.0,9.25,20.75
BROOKFIELD ROAD,30/03/2018,19,30.0,9.166666666666666,20.833333333333332
BROOKFIELD ROAD,30/03/2018,20,30.0,9.333333333333334,20.666666666666668
BROOKFIELD ROAD,30/03/2018,21,30.0,11.333333333333334,18.666666666666668
BROOKFIELD ROAD,30/03/2018,22,30.0,11.25,18.75
BROOKFIELD ROAD,30/03/2018,23,30.0,10.5,19.5
BROOKFIELD ROAD,31/03/2018,0,30.0,11.0,19.0
BROOKFIELD ROAD,31/03/2018,1,30.0,11.0,19.0
BROOKFIELD ROAD,31/03/2018,2,30.0,11.0,19.0
BROOKFIELD ROAD,31/03/2018,3,30.0,11.0,19.0
BROOKFIELD ROAD,31/03/2018,4,30.0,11.0,19.0
BROOKFIELD ROAD,31/03/2018,5,30.0,11.76923076923077,18.23076923076923
BROOKFIELD ROAD,31/03/2018,6,30.0,10.833333333333334,19.166666666666668
BROOKFIELD ROAD,31/03/2018,7,30.0,8.818181818181818,21.181818181818183
BROOKFIELD ROAD,31/03/2018,8,30.0,7.846153846153846,22.153846153846153
BROOKFIELD ROAD,31/03/2018,9,30.0,4.75,25.25
BROOKFIELD ROAD,31/03/2018,10,30.0,3.727272727272727,26.272727272727273
BROOKFIELD ROAD,31/03/2018,11,30.0,16.5,13.5
BROOKFIELD ROAD,31/03/2018,12,30.0,14.0,16.0
BROOKFIELD ROAD,31/03/2018,13,30.0,11.5,18.5
BROOKFIELD ROAD,31/03/2018,14,30.0,12.461538461538462,17.53846153846154
BROOKFIELD ROAD,31/03/2018,15,30.0,10.454545454545455,19.545454545454547
BROOKFIELD ROAD,31/03/2018,16,30.0,12.0,18.0
BROOKFIELD ROAD,31/03/2018,17,30.0,16.545454545454547,13.454545454545455
BROOKFIELD ROAD,31/03/2018,18,30.0,17.153846153846153,12.846153846153847
BROOKFIELD ROAD,31/03/2018,19,30.0,15.166666666666666,14.833333333333334
BROOKFIELD ROAD,31/03/2018,20,30.0,14.545454545454545,15.454545454545455
BROOKFIELD ROAD,31/03/2018,21,30.0,15.615384615384615,14.384615384615385
BROOKFIELD ROAD,31/03/2018,22,30.0,17.363636363636363,12.636363636363637
BROOKFIELD ROAD,31/03/2018,23,30.0,19.615384615384617,10.384615384615385
CATHAL BRUGHA STREET,01/04/2018,0,20.0,19.0,1.0
CATHAL BRUGHA STREET,01/04/2018,1,20.0,19.0,1.0
CATHAL BRUGHA STREET,01/04/2018,2,20.0,19.0,1.0
CATHAL BRUGHA STREET,01/04/2018,3,20.0,19.0,1.0
CATHAL BRUGHA STREET,01/04/2018,4,20.0,19.153846153846153,0.8461538461538461
CATHAL BRUGHA STREET,01/04/2018,5,20.0,18.166666666666668,1.8333333333333333
CATHAL BRUGHA STREET,01/04/2018,6,20.0,15.545454545454545,4.454545454545454
CATHAL BRUGHA STREET,01/04/2018,7,20.0,15.76923076923077,4.230769230769231
CATHAL BRUGHA STREET,01/04/2018,8,20.0,15.727272727272727,4.2727272727272725
CATHAL BRUGHA STREET,01/04/2018,9,20.0,18.23076923076923,1.7692307692307692
CATHAL BRUGHA STREET,01/04/2018,10,20.0,19.5,0.5
CATHAL BRUGHA STREET,01/04/2018,11,20.0,16.181818181818183,3.8181818181818183
CATHAL BRUGHA STREET,01/04/2018,12,20.0,17.833333333333332,2.1666666666666665
CATHAL BRUGHA STREET,01/04/2018,13,20.0,18.333333333333332,1.6666666666666667
CATHAL BRUGHA STREET,01/04/2018,14,20.0,19.083333333333332,0.9166666666666666
CATHAL BRUGHA STREET,01/04/2018,15,20.0,19.25,0.75
CATHAL BRUGHA STREET,01/04/2018,16,20.0,19.833333333333332,0.16666666666666666
CATHAL BRUGHA STREET,01/04/2018,17,20.0,19.583333333333332,0.4166666666666667
CATHAL BRUGHA STREET,01/04/2018,18,20.0,19.0,1.0
CATHAL BRUGHA STREET,01/04/2018,19,20.0,14.454545454545455,5.545454545454546
CATHAL BRUGHA STREET,01/04/2018,20,20.0,13.166666666666666,6.833333333333333
CATHAL BRUGHA STREET,01/04/2018,21,20.0,16.0,4.0
CATHAL BRUGHA STREET,01/04/2018,22,20.0,18.9,1.1
CATHAL BRUGHA STREET,01/04/2018,23,20.0,20.0,0.0
CATHAL BRUGHA STREET,02/04/2018,0,20.0,20.0,0.0
CATHAL BRUGHA STREET,02/04/2018,1,20.0,20.0,0.0
CATHAL BRUGHA STREET,02/04/2018,2,20.0,20.0,0.0
CATHAL BRUGHA STREET,02/04/2018,3,20.0,20.0,0.0
CATHAL BRUGHA STREET,02/04/2018,4,20.0,20.0,0.0
CATHAL BRUGHA STREET,02/04/2018,5,20.0,18.166666666666668,1.8333333333333333
CATHAL BRUGHA STREET,02/04/2018,6,20.0,15.0,5.0
CATHAL BRUGHA STREET,02/04/2018,7,20.0,15.818181818181818,4.181818181818182
CATHAL BRUGHA STREET,02/04/2018,8,20.0,16.0,4.0
CATHAL BRUGHA STREET,02/04/2018,9,20.0,13.76923076923077,6.230769230769231
CATHAL BRUGHA STREET,02/04/2018,10,20.0,14.416666666666666,5.583333333333333
CATHAL BRUGHA STREET,02/04/2018,11,20.0,13.181818181818182,6.818181818181818
CATHAL BRUGHA STREET,02/04/2018,12,20.0,11.166666666666666,8.833333333333334
CATHAL BRUGHA STREET,02/04/2018,13,20.0,12.666666666666666,7.333333333333333
CATHAL BRUGHA STREET,02/04/2018,14,20.0,18.153846153846153,1.8461538461538463
CATHAL BRUGHA STREET,02/04/2018,15,20.0,19.181818181818183,0.8181818181818182
CATHAL BRUGHA STREET,02/04/2018,16,20.0,14.642857142857142,5.357142857142857
CATHAL BRUGHA STREET,02/04/2018,17,20.0,13.0,7.0
CATHAL BRUGHA STREET,02/04/2018,18,20.0,9.923076923076923,10.076923076923077
CATHAL BRUGHA STREET,02/04/2018,19,20.0,8.181818181818182,11.818181818181818
CATHAL BRUGHA STREET,02/04/2018,20,20.0,4.384615384615385,15.615384615384615
CATHAL BRUGHA STREET,02/04/2018,21,20.0,1.25,18.75
CATHAL BRUGHA STREET,02/04/2018,22,20.0,0.5,19.5
CATHAL BRUGHA STREET,02/04/2018,23,20.0,1.1818181818181819,18.818181818181817
CATHAL BRUGHA STREET,03/04/2018,0,20.0,1.0,19.0
CATHAL BRUGHA STREET,03/04/2018,1,20.0,1.0,19.0
CATHAL BRUGHA STREET,03/04/2018,2,20.0,1.0,19.0
CATHAL BRUGHA STREET,03/04/2018,3,20.0,1.0,19.0
CATHAL BRUGHA STREET,03/04/2018,4,20.0,1.0,19.0
CATHAL BRUGHA STREET,03/04/2018,5,20.0,0.2727272727272727,19.727272727272727
CATHAL BRUGHA STREET,03/04/2018,6,20.0,0.8461538461538461,19.153846153846153
CATHAL BRUGHA STREET,03/04/2018,7,20.0,1.7272727272727273,18.272727272727273
CATHAL BRUGHA STREET,03/04/2018,8,20.0,0.6666666666666666,19.333333333333332
CATHAL BRUGHA STREET,03/04/2018,9,20.0,0.4166666666666667,19.583333333333332
CATHAL BRUGHA STREET,03/04/2018,10,20.0,1.8333333333333333,18.166666666666668
CATHAL BRUGHA STREET,03/04/2018,11,20.0,7.333333333333333,12.666666666666666
CATHAL BRUGHA STREET,03/04/2018,12,20.0,6.538461538461538,13.461538461538462
CATHAL BRUGHA STREET,03/04/2018,13,20.0,5.333333333333333,14.666666666666666
CATHAL BRUGHA STREET,03/04/2018,14,20.0,9.583333333333334,10.416666666666666
CATHAL BRUGHA STREET,03/04/2018,15,20.0,11.083333333333334,8.916666666666666
CATHAL BRUGHA STREET,03/04/2018,16,20.0,10.454545454545455,9.545454545454545
CATHAL BRUGHA STREET,03/04/2018,17,20.0,11.0,9.0
CATHAL BRUGHA STREET,03/04/2018,18,20.0,12.909090909090908,7.090909090909091
CATHAL BRUGHA STREET,03/04/2018,19,20.0,14.416666666666666,5.583333333333333
CATHAL BRUGHA STREET,03/04/2018,20,20.0,13.166666666666666,6.833333333333333
CATHAL BRUGHA STREET,03/04/2018,21,20.0,14.0,6.0
CATHAL BRUGHA STREET,03/04/2018,22,20.0,18.333333333333332,1.6666666666666667
CATHAL BRUGHA STREET,03/04/2018,23,20.0,16.75,3.25
CATHAL BRUGHA STREET,04/04/2018,0,20.0,17.0,3.0
CATHAL BRUGHA STREET,04/04/2018,1,20.0,17.0,3.0
CATHAL BRUGHA STREET,04/04/2018,2,20.0,17.0,3.0
CATHAL BRUGHA STREET,04/04/2018,3,20.0,17.0,3.0
CATHAL BRUGHA STREET,04/04/2018,4,20.0,17.0,3.0
CATHAL BRUGHA STREET,04/04/2018,5,20.0,15.818181818181818,4.181818181818182
CATHAL BRUGHA STREET,04/04/2018,6,20.0,13.916666666666666,6.083333333333333
